,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_date,error_sum_parameter,error_detection_condition,error_unrealistic_unit,error_top,error_basis
5204,123761,34508794,2022-01-25,147685.83,213317.45,3.5,5.5,PFAS Som kwantitatief,=,484.3,µg/l,OVAM,,Sum parameter,,,,
5205,123774,34508807,2022-01-25,147685.83,213317.45,3.5,5.5,PFAS Som indicatief,=,87.0,µg/l,OVAM,,Sum parameter,,,,
5206,123791,34508825,2023-07-04,147760.47,213284.83,3.0,4.7,PFAS Som indicatief,=,762.7,µg/l,OVAM,,Sum parameter,,,,
5207,123795,34508829,2023-07-04,147760.47,213284.83,3.0,4.7,PFAS Som kwantitatief,=,1089.6,µg/l,OVAM,,Sum parameter,,,,
5208,123807,34508841,2023-07-04,147760.47,213284.83,3.0,4.7,EU DWRL-20,=,1031.2,µg/l,OVAM,,Sum parameter,,,,
5209,123813,34508847,2023-07-04,147760.47,213284.83,3.0,4.7,PFAS totaal (Kwantitatief en indicatief),=,1852.3,µg/l,OVAM,,Sum parameter,,,,
5210,123835,34508869,2023-07-04,147760.47,213284.83,3.0,4.7,EFSA-4,=,964.0,µg/l,OVAM,,Sum parameter,,,,
5211,123855,34508889,2022-01-25,147760.47,213284.83,3.0,4.7,PFAS Som indicatief,=,243.0,µg/l,OVAM,,Sum parameter,,,,
5212,123858,34508892,2022-01-25,147760.47,213284.83,3.0,4.7,EFSA-4,=,2030.0,µg/l,OVAM,,Sum parameter,,,,
5213,123862,34508896,2022-01-25,147760.47,213284.83,3.0,4.7,PFAS Som kwantitatief,=,2153.5,µg/l,OVAM,,Sum parameter,,,,
5214,123865,34508900,2022-01-25,147760.47,213284.83,3.0,4.7,EU DWRL-20,=,2145.0,µg/l,OVAM,,Sum parameter,,,,
5215,123869,34508904,2022-01-25,147760.47,213284.83,3.0,4.7,PFAS totaal (Kwantitatief en indicatief),=,2396.5,µg/l,OVAM,,Sum parameter,,,,
5216,123890,34508925,2022-04-04,147760.47,213284.83,3.0,4.7,PFAS Som indicatief,=,392.9,µg/l,OVAM,,Sum parameter,,,,
5217,123896,34508931,2022-04-04,147760.47,213284.83,3.0,4.7,EFSA-4,=,923.0,µg/l,OVAM,,Sum parameter,,,,
5218,123904,34508939,2022-04-04,147760.47,213284.83,3.0,4.7,PFAS totaal (Kwantitatief en indicatief),=,1413.5,µg/l,OVAM,,Sum parameter,,,,
5219,123912,34508947,2022-04-04,147760.47,213284.83,3.0,4.7,EU DWRL-20,=,1013.8,µg/l,OVAM,,Sum parameter,,,,
5220,123913,34508948,2022-04-04,147760.47,213284.83,3.0,4.7,PFAS Som kwantitatief,=,1020.6,µg/l,OVAM,,Sum parameter,,,,
5221,123937,34508972,2022-10-10,147760.47,213284.83,3.0,4.7,EFSA-4,=,810.0,µg/l,OVAM,,Sum parameter,,,,
5222,123939,34508974,2022-10-10,147760.47,213284.83,3.0,4.7,PFAS Som kwantitatief,=,810.0,µg/l,OVAM,,Sum parameter,,,,
5223,123947,34508982,2022-10-10,147760.47,213284.83,3.0,4.7,EU DWRL-20,=,810.0,µg/l,OVAM,,Sum parameter,,,,
5224,123959,34508994,2022-10-10,147760.47,213284.83,3.0,4.7,PFAS Som indicatief,=,231.0,µg/l,OVAM,,Sum parameter,,,,
5225,123966,34509001,2022-10-10,147760.47,213284.83,3.0,4.7,PFAS totaal (Kwantitatief en indicatief),=,1041.0,µg/l,OVAM,,Sum parameter,,,,
5226,123979,34509014,2023-07-05,147990.58,213375.08,13.0,14.0,PFAS totaal (Kwantitatief en indicatief),=,3053.175,µg/l,OVAM,,Sum parameter,,,,
5227,123984,34509019,2023-07-05,147990.58,213375.08,13.0,14.0,PFAS Som indicatief,=,544.1,µg/l,OVAM,,Sum parameter,,,,
5228,123985,34509020,2023-07-05,147990.58,213375.08,13.0,14.0,EFSA-4,=,1392.0,µg/l,OVAM,,Sum parameter,,,,
5229,124013,34509048,2023-07-05,147990.58,213375.08,13.0,14.0,EU DWRL-20,=,2506.018,µg/l,OVAM,,Sum parameter,,,,
5230,124023,34509058,2023-07-05,147990.58,213375.08,13.0,14.0,PFAS Som kwantitatief,=,2509.075,µg/l,OVAM,,Sum parameter,,,,
5231,124027,34509062,2021-12-13,147990.58,213375.08,13.0,14.0,PFAS totaal (Kwantitatief en indicatief),=,4297.937,µg/l,OVAM,,Sum parameter,,,,
5232,124034,34509069,2021-12-13,147990.58,213375.08,13.0,14.0,EU DWRL-20,=,4293.477,µg/l,OVAM,,Sum parameter,,,,
5233,124036,34509071,2021-12-13,147990.58,213375.08,13.0,14.0,EFSA-4,=,2273.3,µg/l,OVAM,,Sum parameter,,,,
5234,124054,34509089,2021-12-13,147990.58,213375.08,13.0,14.0,PFAS Som indicatief,=,0.0,µg/l,OVAM,,Sum parameter,,,,
5235,124062,34509097,2021-12-13,147990.58,213375.08,13.0,14.0,PFAS Som kwantitatief,=,4297.937,µg/l,OVAM,,Sum parameter,,,,
5236,124067,34509102,2021-12-13,148052.24,213626.87,2.5,3.5,PFAS Som kwantitatief,=,29.069,µg/l,OVAM,,Sum parameter,,,,
5237,124071,34509106,2021-12-13,148052.24,213626.87,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,29.069,µg/l,OVAM,,Sum parameter,,,,
5238,124073,34509108,2021-12-13,148052.24,213626.87,2.5,3.5,PFAS Som indicatief,=,0.0,µg/l,OVAM,,Sum parameter,,,,
5239,124074,34509109,2021-12-13,148052.24,213626.87,2.5,3.5,EU DWRL-20,=,29.069,µg/l,OVAM,,Sum parameter,,,,
5240,124089,34509124,2021-12-13,148052.24,213626.87,2.5,3.5,EFSA-4,=,8.522,µg/l,OVAM,,Sum parameter,,,,
5241,124108,34509143,2023-07-07,148052.24,213626.87,2.5,3.5,PFAS Som kwantitatief,=,40.405,µg/l,OVAM,,Sum parameter,,,,
5242,124121,34509156,2023-07-07,148052.24,213626.87,2.5,3.5,EFSA-4,=,8.54,µg/l,OVAM,,Sum parameter,,,,
5243,124136,34509171,2023-07-07,148052.24,213626.87,2.5,3.5,PFAS Som indicatief,=,3.89,µg/l,OVAM,,Sum parameter,,,,
5244,124138,34509173,2023-07-07,148052.24,213626.87,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,44.295,µg/l,OVAM,,Sum parameter,,,,
5245,124147,34509182,2023-07-07,148052.24,213626.87,2.5,3.5,EU DWRL-20,=,40.57,µg/l,OVAM,,Sum parameter,,,,
5246,124153,34509188,2021-12-13,148024.31,213667.64,2.5,3.5,PFAS Som indicatief,=,0.0,µg/l,OVAM,,Sum parameter,,,,
5247,124159,34509194,2021-12-13,148024.31,213667.64,2.5,3.5,EFSA-4,=,6.91,µg/l,OVAM,,Sum parameter,,,,
5248,124165,34509200,2021-12-13,148024.31,213667.64,2.5,3.5,EU DWRL-20,=,19.011,µg/l,OVAM,,Sum parameter,,,,
5249,124168,34509203,2021-12-13,148024.31,213667.64,2.5,3.5,PFAS Som kwantitatief,=,19.042,µg/l,OVAM,,Sum parameter,,,,
5250,124178,34509213,2021-12-13,148024.31,213667.64,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,19.042,µg/l,OVAM,,Sum parameter,,,,
5251,124243,34509279,2022-01-25,148256.38,213992.6,3.0,5.0,PFAS Som kwantitatief,=,2.618,µg/l,OVAM,,Sum parameter,,,,
5252,124247,34509283,2022-01-25,148256.38,213992.6,3.0,5.0,EFSA-4,=,1.188,µg/l,OVAM,,Sum parameter,,,,
5253,124254,34509290,2022-01-25,148256.38,213992.6,3.0,5.0,PFAS totaal (Kwantitatief en indicatief),=,3.918,µg/l,OVAM,,Sum parameter,,,,
5254,124263,34509299,2022-01-25,148256.38,213992.6,3.0,5.0,EU DWRL-20,=,2.618,µg/l,OVAM,,Sum parameter,,,,
5255,124274,34509310,2022-01-25,148256.38,213992.6,3.0,5.0,PFAS Som indicatief,=,1.3,µg/l,OVAM,,Sum parameter,,,,
5256,124286,34509322,2023-07-04,148256.38,213992.6,3.0,5.0,EFSA-4,=,1.61,µg/l,OVAM,,Sum parameter,,,,
5257,124302,34509338,2023-07-04,148256.38,213992.6,3.0,5.0,PFAS Som kwantitatief,=,2.784,µg/l,OVAM,,Sum parameter,,,,
5258,124308,34509344,2023-07-04,148256.38,213992.6,3.0,5.0,PFAS totaal (Kwantitatief en indicatief),=,7.307,µg/l,OVAM,,Sum parameter,,,,
5259,124310,34509346,2023-07-04,148256.38,213992.6,3.0,5.0,EU DWRL-20,=,2.778,µg/l,OVAM,,Sum parameter,,,,
5260,124319,34509355,2023-07-04,148256.38,213992.6,3.0,5.0,PFAS Som indicatief,=,4.523,µg/l,OVAM,,Sum parameter,,,,
5261,124334,34509371,2022-01-24,147702.46,213428.22,3.5,5.5,EU DWRL-20,=,709.0,µg/l,OVAM,,Sum parameter,,,,
5262,124345,34509382,2022-01-24,147702.46,213428.22,3.5,5.5,PFAS totaal (Kwantitatief en indicatief),=,833.0,µg/l,OVAM,,Sum parameter,,,,
5263,124348,34509385,2022-01-24,147702.46,213428.22,3.5,5.5,PFAS Som kwantitatief,=,748.0,µg/l,OVAM,,Sum parameter,,,,
5264,124360,34509397,2022-01-24,147702.46,213428.22,3.5,5.5,EFSA-4,=,650.0,µg/l,OVAM,,Sum parameter,,,,
5265,124373,34509410,2022-01-24,147702.46,213428.22,3.5,5.5,PFAS Som indicatief,=,85.0,µg/l,OVAM,,Sum parameter,,,,
5266,124390,34509427,2023-07-04,147702.46,213428.22,3.5,5.5,EFSA-4,=,1273.0,µg/l,OVAM,,Sum parameter,,,,
5267,124405,34509442,2023-07-04,147702.46,213428.22,3.5,5.5,PFAS Som indicatief,=,361.0,µg/l,OVAM,,Sum parameter,,,,
5268,124413,34509450,2023-07-04,147702.46,213428.22,3.5,5.5,PFAS totaal (Kwantitatief en indicatief),=,1769.74,µg/l,OVAM,,Sum parameter,,,,
5269,124414,34509451,2023-07-04,147702.46,213428.22,3.5,5.5,PFAS Som kwantitatief,=,1408.742,µg/l,OVAM,,Sum parameter,,,,
5270,124419,34509456,2023-07-04,147702.46,213428.22,3.5,5.5,EU DWRL-20,=,1350.94,µg/l,OVAM,,Sum parameter,,,,
5271,124431,34509468,2022-10-04,147715.3,213673.51,1.8,3.8,PFAS totaal (Kwantitatief en indicatief),=,359.26,µg/l,OVAM,,Sum parameter,,,,
5272,124435,34509472,2022-10-04,147715.3,213673.51,1.8,3.8,EU DWRL-20,=,302.5,µg/l,OVAM,,Sum parameter,,,,
5273,124448,34509485,2022-10-04,147715.3,213673.51,1.8,3.8,PFAS Som indicatief,=,55.62,µg/l,OVAM,,Sum parameter,,,,
5274,124452,34509489,2022-10-04,147715.3,213673.51,1.8,3.8,EFSA-4,=,239.0,µg/l,OVAM,,Sum parameter,,,,
5275,124462,34509499,2022-10-04,147715.3,213673.51,1.8,3.8,PFAS Som kwantitatief,=,303.64,µg/l,OVAM,,Sum parameter,,,,
5276,124486,34509523,2023-07-04,147715.3,213673.51,1.8,3.8,PFAS totaal (Kwantitatief en indicatief),=,388.709,µg/l,OVAM,,Sum parameter,,,,
5277,124489,34509526,2023-07-04,147715.3,213673.51,1.8,3.8,PFAS Som indicatief,=,73.473,µg/l,OVAM,,Sum parameter,,,,
5278,124500,34509537,2023-07-04,147715.3,213673.51,1.8,3.8,EU DWRL-20,=,313.079,µg/l,OVAM,,Sum parameter,,,,
5279,124508,34509545,2023-07-04,147715.3,213673.51,1.8,3.8,EFSA-4,=,273.0,µg/l,OVAM,,Sum parameter,,,,
5280,124509,34509546,2023-07-04,147715.3,213673.51,1.8,3.8,PFAS Som kwantitatief,=,315.236,µg/l,OVAM,,Sum parameter,,,,
5281,124525,34509562,2022-01-24,147715.3,213673.51,1.8,3.8,EFSA-4,=,66.2,µg/l,OVAM,,Sum parameter,,,,
5282,124528,34509565,2022-01-24,147715.3,213673.51,1.8,3.8,PFAS Som kwantitatief,=,127.97,µg/l,OVAM,,Sum parameter,,,,
5283,124533,34509570,2022-01-24,147715.3,213673.51,1.8,3.8,PFAS totaal (Kwantitatief en indicatief),=,131.8,µg/l,OVAM,,Sum parameter,,,,
5284,124540,34509577,2022-01-24,147715.3,213673.51,1.8,3.8,EU DWRL-20,=,127.76,µg/l,OVAM,,Sum parameter,,,,
5285,124557,34509595,2022-01-24,147715.3,213673.51,1.8,3.8,PFAS Som indicatief,=,3.83,µg/l,OVAM,,Sum parameter,,,,
5286,124580,34509618,2022-04-04,147715.3,213673.51,1.8,3.8,PFAS Som kwantitatief,=,503.35,µg/l,OVAM,,Sum parameter,,,,
5287,124586,34509624,2022-04-04,147715.3,213673.51,1.8,3.8,PFAS totaal (Kwantitatief en indicatief),=,569.55,µg/l,OVAM,,Sum parameter,,,,
5288,124590,34509628,2022-04-04,147715.3,213673.51,1.8,3.8,EU DWRL-20,=,502.25,µg/l,OVAM,,Sum parameter,,,,
5289,124596,34509634,2022-04-04,147715.3,213673.51,1.8,3.8,PFAS Som indicatief,=,66.2,µg/l,OVAM,,Sum parameter,,,,
5290,124601,34509639,2022-04-04,147715.3,213673.51,1.8,3.8,EFSA-4,=,443.15,µg/l,OVAM,,Sum parameter,,,,
5291,124614,34509652,2021-12-13,147994.24,213665.09,2.5,3.5,PFAS Som indicatief,=,0.0,µg/l,OVAM,,Sum parameter,,,,
5292,124622,34509660,2021-12-13,147994.24,213665.09,2.5,3.5,EFSA-4,=,5.51,µg/l,OVAM,,Sum parameter,,,,
5293,124626,34509664,2021-12-13,147994.24,213665.09,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,14.381,µg/l,OVAM,,Sum parameter,,,,
5294,124647,34509685,2021-12-13,147994.24,213665.09,2.5,3.5,EU DWRL-20,=,14.34,µg/l,OVAM,,Sum parameter,,,,
5295,124649,34509687,2021-12-13,147994.24,213665.09,2.5,3.5,PFAS Som kwantitatief,=,14.381,µg/l,OVAM,,Sum parameter,,,,
5296,124660,34509698,2023-07-04,147994.24,213665.09,2.5,3.5,PFAS Som indicatief,=,6.008,µg/l,OVAM,,Sum parameter,,,,
5297,124664,34509702,2023-07-04,147994.24,213665.09,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,14.595,µg/l,OVAM,,Sum parameter,,,,
5298,124665,34509703,2023-07-04,147994.24,213665.09,2.5,3.5,EFSA-4,=,3.75,µg/l,OVAM,,Sum parameter,,,,
5299,124666,34509704,2023-07-04,147994.24,213665.09,2.5,3.5,PFAS Som kwantitatief,=,8.587,µg/l,OVAM,,Sum parameter,,,,
5300,124691,34509729,2023-07-04,147994.24,213665.09,2.5,3.5,EU DWRL-20,=,8.673,µg/l,OVAM,,Sum parameter,,,,
5301,124709,34509747,2023-07-07,148165.0,213734.0,2.5,3.5,EFSA-4,=,5.436,µg/l,OVAM,,Sum parameter,,,,
5302,124712,34509750,2023-07-07,148165.0,213734.0,2.5,3.5,PFAS Som indicatief,=,5.025,µg/l,OVAM,,Sum parameter,,,,
5303,124713,34509751,2023-07-07,148165.0,213734.0,2.5,3.5,PFAS Som kwantitatief,=,9.825,µg/l,OVAM,,Sum parameter,,,,
5304,124719,34509757,2023-07-07,148165.0,213734.0,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,14.85,µg/l,OVAM,,Sum parameter,,,,
5305,124727,34509765,2023-07-07,148165.0,213734.0,2.5,3.5,EU DWRL-20,=,9.744,µg/l,OVAM,,Sum parameter,,,,
5306,124751,34509789,2022-01-25,148165.0,213734.0,2.5,3.5,PFAS Som indicatief,=,0.655,µg/l,OVAM,,Sum parameter,,,,
5307,124755,34509793,2022-01-25,148165.0,213734.0,2.5,3.5,EFSA-4,=,28.8,µg/l,OVAM,,Sum parameter,,,,
5308,124757,34509795,2022-01-25,148165.0,213734.0,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,30.039,µg/l,OVAM,,Sum parameter,,,,
5309,124766,34509804,2022-01-25,148165.0,213734.0,2.5,3.5,EU DWRL-20,=,29.384,µg/l,OVAM,,Sum parameter,,,,
5310,124772,34509811,2022-01-25,148165.0,213734.0,2.5,3.5,PFAS Som kwantitatief,=,29.384,µg/l,OVAM,,Sum parameter,,,,
5311,124815,34509854,2022-04-04,147819.9,213287.93,3.5,5.9,PFAS Som kwantitatief,=,5238.5,µg/l,OVAM,,Sum parameter,,,,
5312,124823,34509862,2022-04-04,147819.9,213287.93,3.5,5.9,PFAS Som indicatief,=,600.0,µg/l,OVAM,,Sum parameter,,,,
5313,124825,34509864,2022-04-04,147819.9,213287.93,3.5,5.9,EU DWRL-20,=,5238.5,µg/l,OVAM,,Sum parameter,,,,
5314,124832,34509871,2022-04-04,147819.9,213287.93,3.5,5.9,PFAS totaal (Kwantitatief en indicatief),=,5838.5,µg/l,OVAM,,Sum parameter,,,,
5315,124834,34509873,2022-04-04,147819.9,213287.93,3.5,5.9,EFSA-4,=,4935.5,µg/l,OVAM,,Sum parameter,,,,
5316,124856,34509895,2022-10-10,147819.9,213287.93,3.5,5.9,PFAS totaal (Kwantitatief en indicatief),=,6360.0,µg/l,OVAM,,Sum parameter,,,,
5317,124857,34509896,2022-10-10,147819.9,213287.93,3.5,5.9,PFAS Som kwantitatief,=,5636.0,µg/l,OVAM,,Sum parameter,,,,
5318,124858,34509897,2022-10-10,147819.9,213287.93,3.5,5.9,EFSA-4,=,5400.0,µg/l,OVAM,,Sum parameter,,,,
5319,124872,34509911,2022-10-10,147819.9,213287.93,3.5,5.9,EU DWRL-20,=,5636.0,µg/l,OVAM,,Sum parameter,,,,
5320,124874,34509913,2022-10-10,147819.9,213287.93,3.5,5.9,PFAS Som indicatief,=,724.0,µg/l,OVAM,,Sum parameter,,,,
5321,124906,34509945,2022-01-25,147819.9,213287.93,3.5,5.9,EU DWRL-20,=,4504.0,µg/l,OVAM,,Sum parameter,,,,
5322,124912,34509951,2022-01-25,147819.9,213287.93,3.5,5.9,PFAS Som indicatief,=,565.0,µg/l,OVAM,,Sum parameter,,,,
5323,124918,34509957,2022-01-25,147819.9,213287.93,3.5,5.9,EFSA-4,=,4210.0,µg/l,OVAM,,Sum parameter,,,,
5324,124930,34509969,2022-01-25,147819.9,213287.93,3.5,5.9,PFAS totaal (Kwantitatief en indicatief),=,5069.0,µg/l,OVAM,,Sum parameter,,,,
5325,124940,34509979,2022-01-25,147819.9,213287.93,3.5,5.9,PFAS Som kwantitatief,=,4504.0,µg/l,OVAM,,Sum parameter,,,,
5326,124951,34509991,2023-07-04,147819.9,213287.93,3.5,5.9,PFAS totaal (Kwantitatief en indicatief),=,7980.191,µg/l,OVAM,,Sum parameter,,,,
5327,124958,34509998,2023-07-04,147819.9,213287.93,3.5,5.9,PFAS Som kwantitatief,=,6467.491,µg/l,OVAM,,Sum parameter,,,,
5328,124973,34510013,2023-07-04,147819.9,213287.93,3.5,5.9,EFSA-4,=,5820.26,µg/l,OVAM,,Sum parameter,,,,
5329,124974,34510014,2023-07-04,147819.9,213287.93,3.5,5.9,EU DWRL-20,=,6254.091,µg/l,OVAM,,Sum parameter,,,,
5330,124980,34510020,2023-07-04,147819.9,213287.93,3.5,5.9,PFAS Som indicatief,=,1512.7,µg/l,OVAM,,Sum parameter,,,,
5331,124996,34510036,2023-07-04,148038.46,213660.11,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,21.18,µg/l,OVAM,,Sum parameter,,,,
5332,125010,34510050,2023-07-04,148038.46,213660.11,2.5,3.5,EFSA-4,=,3.18,µg/l,OVAM,,Sum parameter,,,,
5333,125011,34510051,2023-07-04,148038.46,213660.11,2.5,3.5,PFAS Som indicatief,=,9.896,µg/l,OVAM,,Sum parameter,,,,
5334,125018,34510058,2023-07-04,148038.46,213660.11,2.5,3.5,PFAS Som kwantitatief,=,11.284,µg/l,OVAM,,Sum parameter,,,,
5335,125029,34510069,2023-07-04,148038.46,213660.11,2.5,3.5,EU DWRL-20,=,11.261,µg/l,OVAM,,Sum parameter,,,,
5336,125047,34510087,2021-12-13,148038.46,213660.11,2.5,3.5,EU DWRL-20,=,16.83,µg/l,OVAM,,Sum parameter,,,,
5337,125057,34510097,2021-12-13,148038.46,213660.11,2.5,3.5,PFAS Som kwantitatief,=,16.83,µg/l,OVAM,,Sum parameter,,,,
5338,125063,34510103,2021-12-13,148038.46,213660.11,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,16.83,µg/l,OVAM,,Sum parameter,,,,
5339,125064,34510104,2021-12-13,148038.46,213660.11,2.5,3.5,EFSA-4,=,4.15,µg/l,OVAM,,Sum parameter,,,,
5340,125067,34510107,2021-12-13,148038.46,213660.11,2.5,3.5,PFAS Som indicatief,=,0.0,µg/l,OVAM,,Sum parameter,,,,
5341,125088,34510128,2022-01-25,148045.65,213436.2,17.0,18.0,PFAS Som kwantitatief,=,446.63,µg/l,OVAM,,Sum parameter,,,,
5342,125098,34510138,2022-01-25,148045.65,213436.2,17.0,18.0,PFAS Som indicatief,=,31.8,µg/l,OVAM,,Sum parameter,,,,
5343,125106,34510147,2022-01-25,148045.65,213436.2,17.0,18.0,EFSA-4,=,429.1,µg/l,OVAM,,Sum parameter,,,,
5344,125116,34510157,2022-01-25,148045.65,213436.2,17.0,18.0,EU DWRL-20,=,444.53,µg/l,OVAM,,Sum parameter,,,,
5345,125122,34510163,2022-01-25,148045.65,213436.2,17.0,18.0,PFAS totaal (Kwantitatief en indicatief),=,478.43,µg/l,OVAM,,Sum parameter,,,,
5346,125141,34510182,2023-07-05,148045.65,213436.2,17.0,18.0,PFAS totaal (Kwantitatief en indicatief),=,704.66,µg/l,OVAM,,Sum parameter,,,,
5347,125152,34510193,2023-07-05,148045.65,213436.2,17.0,18.0,EFSA-4,=,585.0,µg/l,OVAM,,Sum parameter,,,,
5348,125154,34510195,2023-07-05,148045.65,213436.2,17.0,18.0,PFAS Som indicatief,=,96.54,µg/l,OVAM,,Sum parameter,,,,
5349,125158,34510199,2023-07-05,148045.65,213436.2,17.0,18.0,PFAS Som kwantitatief,=,608.12,µg/l,OVAM,,Sum parameter,,,,
5350,125163,34510204,2023-07-05,148045.65,213436.2,17.0,18.0,EU DWRL-20,=,604.3,µg/l,OVAM,,Sum parameter,,,,
5351,125172,34510213,2022-01-25,147756.97,213281.36,1.5,3.5,PFAS Som indicatief,=,206.1,µg/l,OVAM,,Sum parameter,,,,
5352,125188,34510229,2022-01-25,147756.97,213281.36,1.5,3.5,EFSA-4,=,416.0,µg/l,OVAM,,Sum parameter,,,,
5353,125199,34510241,2022-01-25,147756.97,213281.36,1.5,3.5,PFAS Som kwantitatief,=,448.2,µg/l,OVAM,,Sum parameter,,,,
5354,125203,34510245,2022-01-25,147756.97,213281.36,1.5,3.5,EU DWRL-20,=,434.2,µg/l,OVAM,,Sum parameter,,,,
5355,125205,34510247,2022-01-25,147756.97,213281.36,1.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,654.3,µg/l,OVAM,,Sum parameter,,,,
5356,125220,34510262,2023-07-05,147756.97,213281.36,1.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,771.2,µg/l,OVAM,,Sum parameter,,,,
5357,125237,34510279,2023-07-05,147756.97,213281.36,1.5,3.5,PFAS Som indicatief,=,325.3,µg/l,OVAM,,Sum parameter,,,,
5358,125241,34510283,2023-07-05,147756.97,213281.36,1.5,3.5,EFSA-4,=,330.0,µg/l,OVAM,,Sum parameter,,,,
5359,125247,34510289,2023-07-05,147756.97,213281.36,1.5,3.5,PFAS Som kwantitatief,=,445.9,µg/l,OVAM,,Sum parameter,,,,
5360,125251,34510293,2023-07-05,147756.97,213281.36,1.5,3.5,EU DWRL-20,=,377.0,µg/l,OVAM,,Sum parameter,,,,
5361,125267,34510309,2022-10-10,147879.13,213362.21,3.2,7.2,EFSA-4,=,2690.0,µg/l,OVAM,,Sum parameter,,,,
5362,125279,34510321,2022-10-10,147879.13,213362.21,3.2,7.2,PFAS Som indicatief,=,350.0,µg/l,OVAM,,Sum parameter,,,,
5363,125285,34510327,2022-10-10,147879.13,213362.21,3.2,7.2,PFAS totaal (Kwantitatief en indicatief),=,3185.0,µg/l,OVAM,,Sum parameter,,,,
5364,125288,34510330,2022-10-10,147879.13,213362.21,3.2,7.2,PFAS Som kwantitatief,=,2835.0,µg/l,OVAM,,Sum parameter,,,,
5365,125296,34510338,2022-10-10,147879.13,213362.21,3.2,7.2,EU DWRL-20,=,2835.0,µg/l,OVAM,,Sum parameter,,,,
5366,125320,34510362,2022-04-04,147879.13,213362.21,3.2,7.2,PFAS totaal (Kwantitatief en indicatief),=,6021.9,µg/l,OVAM,,Sum parameter,,,,
5367,125323,34510365,2022-04-04,147879.13,213362.21,3.2,7.2,EFSA-4,=,5701.5,µg/l,OVAM,,Sum parameter,,,,
5368,125331,34510373,2022-04-04,147879.13,213362.21,3.2,7.2,PFAS Som kwantitatief,=,5855.1,µg/l,OVAM,,Sum parameter,,,,
5369,125339,34510381,2022-04-04,147879.13,213362.21,3.2,7.2,EU DWRL-20,=,5814.2,µg/l,OVAM,,Sum parameter,,,,
5370,125345,34510387,2022-04-04,147879.13,213362.21,3.2,7.2,PFAS Som indicatief,=,166.8,µg/l,OVAM,,Sum parameter,,,,
5371,125362,34510404,2023-07-04,147879.13,213362.21,3.2,7.2,EU DWRL-20,=,3626.7,µg/l,OVAM,,Sum parameter,,,,
5372,125385,34510427,2023-07-04,147879.13,213362.21,3.2,7.2,PFAS totaal (Kwantitatief en indicatief),=,4599.6,µg/l,OVAM,,Sum parameter,,,,
5373,125387,34510429,2023-07-04,147879.13,213362.21,3.2,7.2,EFSA-4,=,3450.0,µg/l,OVAM,,Sum parameter,,,,
5374,125397,34510439,2023-07-04,147879.13,213362.21,3.2,7.2,PFAS Som kwantitatief,=,3695.7,µg/l,OVAM,,Sum parameter,,,,
5375,125405,34510447,2023-07-04,147879.13,213362.21,3.2,7.2,PFAS Som indicatief,=,903.9,µg/l,OVAM,,Sum parameter,,,,
5376,125417,34510459,2022-01-24,147879.13,213362.21,3.2,7.2,PFAS Som kwantitatief,=,3142.7,µg/l,OVAM,,Sum parameter,,,,
5377,125418,34510460,2022-01-24,147879.13,213362.21,3.2,7.2,EFSA-4,=,2960.0,µg/l,OVAM,,Sum parameter,,,,
5378,125437,34510479,2022-01-24,147879.13,213362.21,3.2,7.2,EU DWRL-20,=,3133.4,µg/l,OVAM,,Sum parameter,,,,
5379,125440,34510482,2022-01-24,147879.13,213362.21,3.2,7.2,PFAS totaal (Kwantitatief en indicatief),=,3511.7,µg/l,OVAM,,Sum parameter,,,,
5380,125449,34510491,2022-01-24,147879.13,213362.21,3.2,7.2,PFAS Som indicatief,=,369.0,µg/l,OVAM,,Sum parameter,,,,
5381,125463,34510506,2022-01-25,148081.71,213782.79,2.0,4.0,PFAS Som kwantitatief,=,5.782,µg/l,OVAM,,Sum parameter,,,,
5382,125464,34510507,2022-01-25,148081.71,213782.79,2.0,4.0,EFSA-4,=,2.34,µg/l,OVAM,,Sum parameter,,,,
5383,125475,34510518,2022-01-25,148081.71,213782.79,2.0,4.0,PFAS totaal (Kwantitatief en indicatief),=,8.798,µg/l,OVAM,,Sum parameter,,,,
5384,125495,34510538,2022-01-25,148081.71,213782.79,2.0,4.0,PFAS Som indicatief,=,3.016,µg/l,OVAM,,Sum parameter,,,,
5385,125501,34510545,2022-01-25,148081.71,213782.79,2.0,4.0,EU DWRL-20,=,5.748,µg/l,OVAM,,Sum parameter,,,,
5386,125519,34510563,2023-07-04,148081.71,213782.79,2.0,4.0,EU DWRL-20,=,6.101,µg/l,OVAM,,Sum parameter,,,,
5387,125530,34510574,2023-07-04,148081.71,213782.79,2.0,4.0,PFAS Som indicatief,=,7.789,µg/l,OVAM,,Sum parameter,,,,
