;projectdeel;peilbuis;filter_van_m;filter_tot_m;nummer;analysemonster;datum_bemonstering;gegevens;parameter;detectieconditie;waarde;eenheid;x_ml72;y_ml72
5115;R1O1;P406;4,1;6,1;87;LD_406;2021/08/19;RoTS/WiBo;PFHxS;=;2;ng/l;154457,34;213702
5116;R1O1;P404;4,15;6,15;84;LD_404;2021/09/23;RoTS/WiBo;PFODA;<;2;ng/l;154517,93;213854,71
5117;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;PFPeA;=;84;ng/l;154572,4288;213467,2679
5118;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;PFDoDS;<;1;ng/l;153284,87;214515,06
5119;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;PFNA;<;1;ng/l;155177,9764;213420,7135
5120;R1O2;PFC3B-PB4;2,5;4,5;212;PFC3B-PB4-1-1 PFC3B-PB4;2022/03/22;RoTS/Sweco;4:2 FTS;<;1;ng/l;155261,5217;213280,4714
5121;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;PFODA;<;2;ng/l;153010,86;214522,41
5122;STLO;PFAS-Diep-PB3;17;18;191;PBSweco3d-1;2022/09/27;TM COTU;6:2/8:2 diPAP;<;10;ng/l;149612,878;213745,3665
5123;R1O1;P408;4,1;6,1;92;LD_408;2021/09/23;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154847,13;213315,62
5124;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;6:2 diPAP;<;10;ng/l;154839,6525;213278,4133
5125;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;EtPFOSA;<;4;ng/l;153865;214461
5126;OWK;OWK019A;1;2;65;OWK019A-1-1 OWK019A;2021/12/02;RoTS/Sweco;PFDA;<;1;ng/l;152207,547;214709,46
5127;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;som PFOA;=;6;ng/l;154770,21;213612,57
5128;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;PFHxA;=;7;ng/l;154047,4;216277,67
5129;STRO;PFAS-Diep-PB7;18;20;200;PFAS DIEP B7-1-1 PFAS diep B7;2021/12/02;RoTS/Sweco;PFNS;<;1;ng/l;150789,3919;214624,6651
5130;STLO;PFAS-Diep-PB3;17;19;190;PFAS-Diep-PB3-1-2 PFAS-Diep-PB3;2021/12/08;RoTS/Sweco;PFODA;<;2;ng/l;149612,878;213745,3665
5131;OWK;PB1;4;6,2;114;2022/03/02-PB1-01;2022/03/02;aMT;som PFAS indicatief;=;0;ng/l;152428,3681;214534,5674
5132;R1O1;R1Z015B;7;8;241;R1Z015B;2021/11/17;RoTS/WiBo;PFBA;=;130;ng/l;154791,54;213349,44
5133;R1O1;P402a;9,1;10,1;78;LD_402a;2021/09/23;RoTS/WiBo;PFUnDA;<;1;ng/l;154374,47;213884,06
5134;R1O2;PFC3B-PB11002;13;15;203;PFC3B-PB11002-1-1 PFC3B-PB11002;2022/03/10;RoTS/Sweco;totaal PFAS;=;83;ng/l;155499,6076;212896,4504
5135;R1O1;PBA1;;7,1;176;PBA1;2022/02/04;RoTS/WiBo;PFBS;=;13;ng/l;154416,9169;213361,4556
5136;R1O1;P507;4;6;100;LD_507;2021/11/17;RoTS/WiBo;PFBA;=;110;ng/l;154996,8;213272,77
5137;R1N;PB1006;2,1;3,1;121;OBO-TS-PB1006;2021/11/30;RoTS/Sweco;som PFOA;=;34;ng/l;153721;214562
5138;R1N;PB1005;2;3;120;OBO-TS-PB1005;2021/11/30;RoTS/Sweco;PFTeDA;<;1;ng/l;153738;214502
5139;R1O2;R1Z017A;2,5;3,5;244;R1Z017A-1-1;2021/10/11;RoTS/Sweco;PFOSA;<;1;ng/l;155178,18;212863,76
5140;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;PFDA;<;1;ng/l;153284,87;214515,06
5141;R1O1;P406;4,1;6,1;87;LD_406;2021/08/19;RoTS/WiBo;8:2 FTS;<;2;ng/l;154457,34;213702
5142;STLO;PB39;3;4;162;IAC21-04579.004 - PB39;2021/06/01;TM COTU;som PFAS kwantitatief;=;62;ng/l;149432,94;213858,08
5143;R1O1;PBB2;;3,1;178;PBB2;2022/02/04;RoTS/WiBo;PFBS;=;16;ng/l;154644,5735;213347,5611
5144;R1O2;R1Z002A;3,5;4,5;230;R1Z002A-1-1;2021/10/11;RoTS/Sweco;PFHxDA;<;1;ng/l;155310,88;213246,48
5145;STRO;PFAS-Diep-PB6;18,5;20,5;198;PFAS DIEP B6-1-1 PFAS diep B6;2021/12/02;RoTS/Sweco;PFPeA;<;1;ng/l;150524,9401;214597,2915
5146;R1O1;P407;4,1;6,1;90;LD_407;2021/09/23;RoTS/WiBo;PFDS;<;1;ng/l;154622,85;213522,79
5147;R1O1;P506;4;6;99;LD_506;2021/11/17;RoTS/WiBo;PFUnDA;<;1;ng/l;155025,17;213410,71
5148;OWK;OWK019A;1;2;65;OWK019A-1-1 OWK019A;2021/12/02;RoTS/Sweco;som PFOA;=;1;ng/l;152207,547;214709,46
5149;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;PFHxA;=;9;ng/l;155177,9764;213420,7135
5150;STLO;PFAS-Diep-PB5;22;23;196;PBSweco5d-1;2022/09/27;TM COTU;8:2 FTS;<;5;ng/l;149800,9086;214023,7081
5151;R1O2;R1Z013B;7,5;8,5;240;R1Z013B-1-2 R1Z013B;2022/03/28;RoTS/Sweco;PFOSA;=;3;ng/l;155836,9;212073,38
5152;R1N;R1N015A;2;3;222;R1N015A-1-1;2021/10/11;RoTS/Sweco;PFHpA;=;4;ng/l;153811,86;214569,22
5153;R1O1;PBC4;;15,3;183;PBC4;2022/02/04;RoTS/WiBo;PFHxS;=;8;ng/l;154418,5201;213413,2929
5154;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;PFDoDS;<;1;ng/l;155311,25;213246,08
5155;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;ADONA;<;1;ng/l;154172,71;215098,1
5156;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;PFBS;=;49;ng/l;151895,13;214754,05
5157;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;som PFOA;=;4;ng/l;154244,68;213832,79
5158;R1O1;PB3-SHS;10;15;163;PB3-SHS;31/02/2022;RoTS/WiBo;PFOSA;<;1;ng/l;154575,1009;213251,9026
5159;R1O1;P405;4,1;6,1;86;LD_405;2021/09/23;RoTS/WiBo;PFOS vertakt;=;6;ng/l;154991,03;213268,3
5160;R1O1;P402b;4,1;6,1;80;LD_402b;2021/09/23;RoTS/WiBo;som PFAS kwantitatief;=;188;ng/l;154374,47;213884,06
5161;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;PFBS;=;67;ng/l;154351,21;216493,89
5162;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;EtPFOSA;<;4;ng/l;151895,13;214754,05
5163;R1O1;P408;4,1;6,1;92;LD_408;2021/09/23;RoTS/WiBo;PFDoDA;<;1;ng/l;154847,13;213315,62
5164;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;PFUnDA;<;1;ng/l;152214,829;214708,469
5165;STLO;PFAS-Diep-PB2;14;15;188;PBSweco2d-1;2022/09/27;TM COTU;10:2 FTS;<;4;ng/l;149518,0528;213609,5801
5166;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFOS vertakt;=;210;ng/l;154646,94;213410,91
5167;R1O1;PB3-SHS;10;15;163;PB3-SHS;31/02/2022;RoTS/WiBo;EtPFOSA;<;4;ng/l;154575,1009;213251,9026
5168;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;PFDoDA;<;1;ng/l;151895,13;214754,05
5169;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;8:2 diPAP;<;1;ng/l;154839,6525;213278,4133
5170;STLO;PB39;3;4;162;IAC21-04579.004 - PB39;2021/06/01;TM COTU;PFDA;<;10;ng/l;149432,94;213858,08
5171;STLO;P1101;14;15;74;P1101;2016/10/13;RoTS/WiBo;PFBS;<;0,5;ng/l;149297;213431
5172;R1N;PB05B;;;107;PB5B-1-1;2021/10/11;RoTS/Sweco;PFPeS;<;1;ng/l;153964,28;215706,86
5173;R1O1;P407;4,1;6,1;89;LD_407;2021/08/19;RoTS/WiBo;PFNA;=;2;ng/l;154622,85;213522,79
5174;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;8:2 diPAP;<;1;ng/l;155177,9764;213420,7135
5175;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;PFTrDA;<;1;ng/l;154047,4;216277,67
5176;R1O1;P404;4,15;6,15;84;LD_404;2021/09/23;RoTS/WiBo;EtPFOSAA;<;4;ng/l;154517,93;213854,71
5177;STRO;PFAS-Diep-PB6;18,5;20,5;198;PFAS DIEP B6-1-1 PFAS diep B6;2021/12/02;RoTS/Sweco;MePFOSA;<;2;ng/l;150524,9401;214597,2915
5178;STLO;PB3;5,15;6,15;159;IAC21-04579.002 - PB3;2021/06/01;TM COTU;PFDA;<;10;ng/l;149443,1;213936,41
5179;R1N;PB1005;2;3;120;OBO-TS-PB1005;2021/11/30;RoTS/Sweco;PFPeS;=;2;ng/l;153738;214502
5180;R1O2;R1Z013B;7,5;8,5;240;R1Z013B-1-2 R1Z013B;2022/03/28;RoTS/Sweco;totaal PFAS;=;274;ng/l;155836,9;212073,38
5181;R1O2;R1Z002A;3,5;4,5;230;R1Z002A-1-1;2021/10/11;RoTS/Sweco;PFHxS;=;2;ng/l;155310,88;213246,48
5182;R1O1;PBC4;;15,3;183;PBC4;2022/02/04;RoTS/WiBo;PFBA;=;83;ng/l;154418,5201;213413,2929
5183;R1O1;P405;4,1;6,1;85;LD_405;2021/08/19;RoTS/WiBo;PFTrDA;<;1;ng/l;154991,03;213268,3
5184;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFOA vertakt;=;450;ng/l;154646,94;213410,91
5185;R1O1;PB4-SHS;10;15;166;PB4-SHS;31/02/2022;RoTS/WiBo;PFOS vertakt;=;77;ng/l;154737,56;213281,8292
5186;R1N;PB2C;;;156;PB2C-1-1;2021/10/11;RoTS/Sweco;PFECHS;<;1;ng/l;154047,4;216277,67
5187;R1O2;PFC3B-PB1;4;5;201;PFC3B-PB1-1-1 PFC3B-PB1;2022/02/24;RoTS/Sweco;PFTrDA;<;1;ng/l;155045,8863;213127,4099
5188;R1O1;PBB3;;4,5;179;PBB3;2022/02/04;RoTS/WiBo;PFOS vertakt;=;14;ng/l;154765,3491;213266,3315
5189;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;MePFOSAA;<;1;ng/l;154047,4;216277,67
5190;R1N;PB05A;;;106;PB05A-1-1;2021/10/11;RoTS/Sweco;PFODA;<;2;ng/l;153964,42;215707,57
5191;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;PFTeDA;<;1;ng/l;151168,171;214556,146
5192;R1O1;P404;4,15;6,15;83;LD_404;2021/08/19;RoTS/WiBo;8:2 FTS;<;2;ng/l;154517,93;213854,71
5193;R1O2;PFC3B-PB1;4;5;201;PFC3B-PB1-1-1 PFC3B-PB1;2022/02/24;RoTS/Sweco;PFOA vertakt;=;3;ng/l;155045,8863;213127,4099
5194;R1O1;P503;4;6;96;LD_503;2021/11/16;RoTS/WiBo;PFPeA;=;46;ng/l;154458,53;213623,51
5195;R1N;PB2C;;;156;PB2C-1-1;2021/10/11;RoTS/Sweco;ADONA;<;1;ng/l;154047,4;216277,67
5196;R1N;R1N015A;2;3;222;R1N015A-1-1;2021/10/11;RoTS/Sweco;PFDoDS;<;1;ng/l;153811,86;214569,22
5197;R1O1;R1Z015B;7;8;241;R1Z015B;2021/11/17;RoTS/WiBo;som PFAS kwantitatief;=;2973;ng/l;154791,54;213349,44
5198;R1N;PB1005;2;3;120;OBO-TS-PB1005;2021/11/30;RoTS/Sweco;totaal PFAS;=;298;ng/l;153738;214502
5199;STLO;PFAS-Diep-PB5;21;23;194;PFAS-DIEP-PB5-1-1;2021/10/19;RoTS/Sweco;PFBS;=;2;ng/l;149800,9086;214023,7081
5200;R1O1;P402b;4,1;6,1;80;LD_402b;2021/09/23;RoTS/WiBo;PFUnDA;<;1;ng/l;154374,47;213884,06
5201;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;PFBS;=;22;ng/l;153865;214461
5202;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;PFOA vertakt;=;5;ng/l;155673,75;212797,4
5203;R1O1;R1Z015B;7;8;241;R1Z015B;2021/11/17;RoTS/WiBo;PFUnDA;<;1;ng/l;154791,54;213349,44
5204;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;PFOS vertakt;=;4;ng/l;152214,829;214708,469
5205;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;PFHxS;=;2;ng/l;154047,4;216277,67
5206;R1O1;P408;4,1;6,1;92;LD_408;2021/09/23;RoTS/WiBo;totaal PFAS;=;1112;ng/l;154847,13;213315,62
5207;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;PFDA;<;1;ng/l;149428,728;213484,8401
5208;R1O1;P406;4,1;6,1;88;LD_406;2021/09/23;RoTS/WiBo;PFOS lineair;=;6;ng/l;154457,34;213702
5209;R1O1;PBB2;;3,1;178;PBB2;2022/02/04;RoTS/WiBo;6:2 diPAP;<;10;ng/l;154644,5735;213347,5611
5210;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;10:2 FTS;<;4;ng/l;154244,68;213832,79
5211;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;6:2 FTS;<;6;ng/l;154646,94;213410,91
5212;STLO;P1002;4,2;5,2;72;P1002;2016/10/13;RoTS/WiBo;totaal PFAS;=;240;ng/l;149297;213430
5213;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;MePFOSA;<;2;ng/l;152214,829;214708,469
5214;R1O1;P503;4;6;96;LD_503;2021/11/16;RoTS/WiBo;PFBA;=;130;ng/l;154458,53;213623,51
5215;R1N;PB05A;;;106;PB05A-1-1;2021/10/11;RoTS/Sweco;PFHxS;=;14;ng/l;153964,42;215707,57
5216;R1O1;PBC1;;15;180;PBC1;2022/02/04;RoTS/WiBo;PFOA lineair;=;37;ng/l;154571,36;213239,6112
5217;R1O2;R1Z017B;6,5;7,5;245;R1Z017B-1-1;2021/10/11;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;155178,65;212863,38
5218;R1O1;R1Z012A;2,5;3,5;237;R1Z012A-1-1 R1Z012A;2022/01/25;RoTS/Sweco;EtPFOSAA;<;1;ng/l;154121,47;213989,44
5219;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;HPFO-DA;<;1;ng/l;149428,728;213484,8401
5220;R1O1;P406;4,1;6,1;87;LD_406;2021/08/19;RoTS/WiBo;PFUnDA;<;1;ng/l;154457,34;213702
5221;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;PFHxA;=;130;ng/l;154172,71;215098,1
5222;R1O1;PB5-SHS;10;15;168;PB5-SHS;31/02/2022;RoTS/WiBo;PFHxS;=;6;ng/l;154386,1886;213587,2418
5223;R1O2;PFC3B-PB5;3,3;4,3;213;PFC3B-PB5-1-1 PFC3B-PB5;2022/02/24;RoTS/Sweco;PFDS;<;1;ng/l;155281,66;213350,2682
5224;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;PFBS;=;25;ng/l;155673,75;212797,4
5225;R1O1;P605;7;8;105;LD_605;2022/04/07;RoTS/WiBo;PFPeDA;<;10;ng/l;154867,85;213294,05
5226;R1O1;P407;4,1;6,1;89;LD_407;2021/08/19;RoTS/WiBo;PFHpA;=;19;ng/l;154622,85;213522,79
5227;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;PFHxA;=;2;ng/l;153284,87;214515,06
5228;R1O1;PB1-SHS;10;15;139;PB1-SHS;31/02/2022;RoTS/WiBo;6:2/8:2 diPAP;<;10;ng/l;154573,6313;213488,5105
5229;R1O1;P405;4,1;6,1;85;LD_405;2021/08/19;RoTS/WiBo;EtPFOSAA;<;4;ng/l;154991,03;213268,3
5230;R1O1;P405;4,1;6,1;86;LD_405;2021/09/23;RoTS/WiBo;MePFOSA;<;2;ng/l;154991,03;213268,3
5231;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;8:2 diPAP;<;1;ng/l;152214,829;214708,469
5232;STLO;PB1;3,55;4,55;110;IAC21-04579.001 - PB1;2021/06/01;TM COTU;som PFAS indicatief;=;0;ng/l;149464,75;214041,93
5233;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;10:2 FTS;<;4;ng/l;155673,75;212797,4
5234;R1O1;P408;4,1;6,1;91;LD_408;2021/08/19;RoTS/WiBo;PFHpS;<;1;ng/l;154847,13;213315,62
5235;R1O2;PFC3B-PB11003;15;17;204;PFC3B-PB11003-1-1 PFC3B-PB11003;2022/03/22;RoTS/Sweco;PFOS vertakt;=;1;ng/l;155264,7005;213281,1068
5236;STRO;PFAS-Diep-PB6;18,5;20,5;198;PFAS DIEP B6-1-1 PFAS diep B6;2021/12/02;RoTS/Sweco;PFOA lineair;=;54;ng/l;150524,9401;214597,2915
5237;STLO;PFAS-Diep-PB5;21;23;195;PFAS-Diep-PB5-1-2 PFAS-Diep-PB5;2021/12/08;RoTS/Sweco;PFTeDA;<;1;ng/l;149800,9086;214023,7081
5238;R1N;R1N015A;2;3;222;R1N015A-1-1;2021/10/11;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;153811,86;214569,22
5239;R1O1;P404;4,15;6,15;83;LD_404;2021/08/19;RoTS/WiBo;PFBS;=;26;ng/l;154517,93;213854,71
5240;R1O1;P401;4,1;6,1;76;LD_401;2021/09/23;RoTS/WiBo;PFBA;=;68;ng/l;154978,68;213345,1
5241;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFPeA;=;28;ng/l;154839,6525;213278,4133
5242;STRO;PFAS-Diep-PB7;18;20;199;PFAS-DIEP-PB7-1-1;2021/10/19;RoTS/Sweco;PFHpS;<;1;ng/l;150789,3919;214624,6651
5243;R1O1;PBC1;;15;180;PBC1;2022/02/04;RoTS/WiBo;PFHxA;=;15;ng/l;154571,36;213239,6112
5244;R1O1;PB6-SHS;10;15;171;PB6-SHS;31/02/2022;RoTS/WiBo;PFDA;<;1;ng/l;154254,1905;213849,3676
5245;R1O2;R1Z017B;6,5;7,5;245;R1Z017B-1-1;2021/10/11;RoTS/Sweco;PFNS;<;1;ng/l;155178,65;212863,38
5246;R1O1;PFC3B-PB11004;15;17;205;PFC3B-PB11004-1-1 PFC3B-PB11004;2022/03/10;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;154930,246;213400,2709
5247;R1O1;PFC3B-PB11006;16;18;208;PFC3B-PB11006-1-1 PFC3B-PB11006;2022/03/10;RoTS/Sweco;PFODA;<;2;ng/l;153997,3251;214244,5564
5248;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;PFTeDA;<;1;ng/l;154572,4288;213467,2679
5249;STLO;P1004;4,5;5,5;73;P1004;2016/10/13;RoTS/WiBo;som PFAS kwantitatief;=;1300;ng/l;149467;213849
5250;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;PFNS;<;1;ng/l;155836,9;212073,38
5251;R1N;R1N009A;2;3;220;R1N009A-1-1;2021/10/11;RoTS/Sweco;EtPFOSA;<;4;ng/l;154115,39;215627,03
5252;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;PFTeDA;<;1;ng/l;151895,13;214754,05
5253;STLO;PFAS-Diep-PB3;17;19;190;PFAS-Diep-PB3-1-2 PFAS-Diep-PB3;2021/12/08;RoTS/Sweco;PFUnDA;<;1;ng/l;149612,878;213745,3665
5254;R1O1;P401;4,1;6,1;76;LD_401;2021/09/23;RoTS/WiBo;PFOS lineair;=;39;ng/l;154978,68;213345,1
5255;R1O1;P507;4;6;100;LD_507;2021/11/17;RoTS/WiBo;10:2 FTS;<;4;ng/l;154996,8;213272,77
5256;R1O1;P502;4;6;95;LD_502;2021/11/16;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154694,42;213378,2031
5257;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;PFBA;=;110;ng/l;155836,9;212073,38
5258;R1O1;P405;4,1;6,1;86;LD_405;2021/09/23;RoTS/WiBo;PFHxDA;<;1;ng/l;154991,03;213268,3
5259;R1O1;PB3-SHS;10;15;163;PB3-SHS;31/02/2022;RoTS/WiBo;PFNS;<;1;ng/l;154575,1009;213251,9026
5260;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;EtPFOSA;<;4;ng/l;154172,71;215098,1
5261;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;PFDS;<;1;ng/l;155836,9;212073,38
5262;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;PFNS;<;1;ng/l;155311,25;213246,08
5263;KZ;KZ016B;8;9;41;KZ016B-1-1 KZ016B;2022/01/25;RoTS/Sweco;10:2 FTS;<;4;ng/l;153773,16;214271,91
5264;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;EtPFOSA;<;4;ng/l;155673,75;212797,4
5265;STLO;PFAS-Diep-PB5;22;23;196;PBSweco5d-1;2022/09/27;TM COTU;PFBSA;<;10;ng/l;149800,9086;214023,7081
5266;R1O2;PFC3B-PB7;2,5;4,5;215;PFC3B-PB7-1-1;2022/07/22;RoTS/Sweco;PFPeA;=;24;ng/l;155178,1418;213420,0521
5267;STLO;PB38;4;5;161;IAC21-04579.003 - PB38;2021/06/01;TM COTU;som PFOS;=;10;ng/l;149435,91;213984
5268;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;PFODA;<;2;ng/l;151895,13;214754,05
5269;R1O1;PBA1;;7,1;176;PBA1;2022/02/04;RoTS/WiBo;MePFOSA;<;2;ng/l;154416,9169;213361,4556
5270;STRO;PFAS-Diep-PB7;18;20;200;PFAS DIEP B7-1-1 PFAS diep B7;2021/12/02;RoTS/Sweco;PFTeDA;<;1;ng/l;150789,3919;214624,6651
5271;R1O1;P405;4,1;6,1;85;LD_405;2021/08/19;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154991,03;213268,3
5272;R1O1;PBB3;;4,5;179;PBB3;2022/02/04;RoTS/WiBo;PFOS lineair;=;13;ng/l;154765,3491;213266,3315
5273;R1O1;P504;4;6;97;LD_504;2021/11/16;RoTS/WiBo;PFTeDA;<;1;ng/l;154323,59;213914,36
5274;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;PFUnDA;<;1;ng/l;154172,71;215098,1
5275;STLO;PB3;5,15;6,15;159;IAC21-04579.002 - PB3;2021/06/01;TM COTU;PFBS;=;460;ng/l;149443,1;213936,41
5276;STLO;PB38;4;5;161;IAC21-04579.003 - PB38;2021/06/01;TM COTU;PFNA;<;10;ng/l;149435,91;213984
5277;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;10:2 FTS;<;4;ng/l;151895,13;214754,05
5278;R1N;PB05B;;;107;PB5B-1-1;2021/10/11;RoTS/Sweco;PFOSA;<;1;ng/l;153964,28;215706,86
5279;OWK;PB1;4;6,2;114;2022/03/02-PB1-01;2022/03/02;aMT;PFHpS;<;1;ng/l;152428,3681;214534,5674
5280;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;totaal PFAS;=;211;ng/l;155689,4461;212605,078
5281;R1O1;P404;4,15;6,15;83;LD_404;2021/08/19;RoTS/WiBo;PFHpS;<;1;ng/l;154517,93;213854,71
5282;R1O1;PFC3B-PB11006;16;18;208;PFC3B-PB11006-1-1 PFC3B-PB11006;2022/03/10;RoTS/Sweco;PFUnDA;<;1;ng/l;153997,3251;214244,5564
5283;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFUnDA;<;1;ng/l;154646,94;213410,91
5284;R1O1;R1Z012A;2,5;3,5;237;R1Z012A-1-1 R1Z012A;2022/01/25;RoTS/Sweco;PFPeS;=;4;ng/l;154121,47;213989,44
5285;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;totaal PFAS;=;311;ng/l;155836,9;212073,38
5286;R1O1;PBC4;;15,3;183;PBC4;2022/02/04;RoTS/WiBo;PFHxDA;<;1;ng/l;154418,5201;213413,2929
5287;R1O1;P505;4;6;98;LD_505;2021/11/16;RoTS/WiBo;PFTeDA;<;1;ng/l;154640,68;213833,68
5288;R1O1;P408;4,1;6,1;91;LD_408;2021/08/19;RoTS/WiBo;som PFAS kwantitatief;=;939;ng/l;154847,13;213315,62
5289;R1N;R1N009B;6;7;221;R1N009B-1-1;2021/10/11;RoTS/Sweco;PFDA;<;1;ng/l;154116,06;215627,04
5290;R1O1;PFC3B-PB11004;15;17;205;PFC3B-PB11004-1-1 PFC3B-PB11004;2022/03/10;RoTS/Sweco;8:2 diPAP;<;1;ng/l;154930,246;213400,2709
5291;R1N;R1N003B;5,5;6,5;219;R1N003B-1-1;2021/10/11;RoTS/Sweco;PFOS vertakt;=;1;ng/l;154350,75;216494,2
5292;R1O1;P601;4;6;102;LD_601;2022/04/07;RoTS/WiBo;4:2 FTS;<;1;ng/l;154684,5;213367,97
5293;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;PFDA;<;1;ng/l;154412,3745;213417,5682
5294;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;totaal PFAS;=;285;ng/l;152214,829;214708,469
5295;R1O2;R1Z002A;3,5;4,5;230;R1Z002A-1-1;2021/10/11;RoTS/Sweco;8:2 FTS;<;1;ng/l;155310,88;213246,48
5296;R1O1;PBC1;;15;180;PBC1;2022/02/04;RoTS/WiBo;PFTeDA;<;1;ng/l;154571,36;213239,6112
5297;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;PFECHS;<;1;ng/l;151895,13;214754,05
