;projectdeel;peilbuis;filter_van_m;filter_tot_m;nummer;analysemonster;datum_bemonstering;gegevens;parameter;detectieconditie;waarde;eenheid;x_ml72;y_ml72
1406;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFHxDA;<;1;ng/l;154839,6525;213278,4133
1407;STLO;PFAS-Diep-PB4;18;20;192;PFAS-DIEP-PB4-1-1;2021/10/19;RoTS/Sweco;PFBS;<;1;ng/l;149716,7329;213884,3736
1408;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFOSA;<;1;ng/l;153010,61;214522,41
1409;STLO;PFAS-Diep-PB3;17;19;189;PFAS-DIEP-PB3-1-1;2021/10/19;RoTS/Sweco;EtPFOSA;<;4;ng/l;149612,878;213745,3665
1410;STLO;PFAS-Diep-PB2;14;16;187;PFAS-Diep-PB2-1-2 PFAS-Diep-PB2;2021/12/08;RoTS/Sweco;MePFOSA;<;2;ng/l;149518,0528;213609,5801
1411;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;totaal PFAS;=;3855;ng/l;154839,6525;213278,4133
1412;STRO;PFAS-Diep-PB7;18;20;199;PFAS-DIEP-PB7-1-1;2021/10/19;RoTS/Sweco;totaal PFAS;=;0;ng/l;150789,3919;214624,6651
1413;STLO;PFAS-Diep-PB5;21;23;194;PFAS-DIEP-PB5-1-1;2021/10/19;RoTS/Sweco;4:2 FTS;<;1;ng/l;149800,9086;214023,7081
1414;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;EtPFOSA;<;2;ng/l;155689,4461;212605,078
1415;R1O2;R1Z006A;4,2;5,2;234;R1Z006A-1-1 R1Z006A;2022/01/20;RoTS/Sweco;PFBA;=;24;ng/l;155822,1;212723,4
1416;OWK;PB3;4;6;160;PB3-2734;2021/09/07;aMT;som PFAS indicatief;=;0;ng/l;152173,9682;214551,9792
1417;R1O2;PFC3B-PB7;2,5;4,5;215;PFC3B-PB7-1-1;2022/07/22;RoTS/Sweco;HPFO-DA;<;1;ng/l;155178,1418;213420,0521
1418;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;som PFAS kwantitatief;=;64;ng/l;155177,9764;213420,7135
1419;R1N;PB2D;;;157;PB2D-1-1;2021/10/11;RoTS/Sweco;PFUnDA;<;1;ng/l;154047,4;216277,67
1420;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;10:2 FTS;<;4;ng/l;153010,86;214522,41
1421;R1O1;PFC3B-PB11006;16;18;208;PFC3B-PB11006-1-1 PFC3B-PB11006;2022/03/10;RoTS/Sweco;som PFOA;=;99;ng/l;153997,3251;214244,5564
1422;OWK;PB3;4;6;160;PB3-2734;2021/09/07;aMT;6:2 diPAP;<;10;ng/l;152173,9682;214551,9792
1423;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;PFHxDA;<;1;ng/l;154047,4;216277,67
1424;STLO;PFAS-Diep-PB5;22;23;196;PBSweco5d-1;2022/09/27;TM COTU;som PFOS;=;8;ng/l;149800,9086;214023,7081
1425;R1O1;PB6-SHS;10;15;171;PB6-SHS;31/02/2022;RoTS/WiBo;6:2 FTS;=;1;ng/l;154254,1905;213849,3676
1426;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;HPFO-DA;<;1;ng/l;151895,13;214754,05
1427;R1O1;PFC3B-PB11004;15;17;205;PFC3B-PB11004-1-1 PFC3B-PB11004;2022/03/10;RoTS/Sweco;PFDS;<;1;ng/l;154930,246;213400,2709
1428;OWK;PB1;4;6,2;113;PB1-PFAS;2021/12/20;aMT;PFPeA;=;26;ng/l;152428,3681;214534,5674
1429;R1N;R1N003B;5,5;6,5;219;R1N003B-1-1;2021/10/11;RoTS/Sweco;PFPeA;=;8;ng/l;154350,75;216494,2
1430;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;PFOA lineair;=;10;ng/l;154172,71;215098,1
1431;R1O2;R1Z007B;3,2;4,2;235;R1Z007B-1-1 R1Z007B;2022/01/20;RoTS/Sweco;8:2 diPAP;<;1;ng/l;155920,68;212552,55
1432;R1N;R1N009A;2;3;220;R1N009A-1-1;2021/10/11;RoTS/Sweco;PFECHS;<;1;ng/l;154115,39;215627,03
1433;R1N;PB05A;;;106;PB05A-1-1;2021/10/11;RoTS/Sweco;PFECHS;<;1;ng/l;153964,42;215707,57
1434;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;PFODA;<;2;ng/l;155177,9764;213420,7135
1435;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;6:2 FTS;=;1;ng/l;153010,86;214522,41
1436;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;PFODA;<;2;ng/l;151895,13;214754,05
1437;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;ADONA;<;1;ng/l;155673,75;212797,4
1438;R1O1;P405;4,1;6,1;86;LD_405;2021/09/23;RoTS/WiBo;PFHpS;<;1;ng/l;154991,03;213268,3
1439;OWK;OWK008;1,8;2,8;64;OWK008-1-1 OWK008;2021/12/02;RoTS/Sweco;PFBS;=;190;ng/l;151168,791;214859,352
1440;R1O1;P601;4;6;102;LD_601;2022/04/07;RoTS/WiBo;PFDoDA;<;1;ng/l;154684,5;213367,97
1441;R1O2;R1Z017B;6,5;7,5;245;R1Z017B-1-1;2021/10/11;RoTS/Sweco;EtPFOSA;<;4;ng/l;155178,65;212863,38
1442;STLO;PFAS-Diep-PB5;21;23;195;PFAS-Diep-PB5-1-2 PFAS-Diep-PB5;2021/12/08;RoTS/Sweco;8:2 FTS;<;1;ng/l;149800,9086;214023,7081
1443;KZ;KZ016B;8;9;41;KZ016B-1-1 KZ016B;2022/01/25;RoTS/Sweco;PFHxDA;<;1;ng/l;153773,16;214271,91
1444;R1O2;PFC3B-PB11003;15;17;204;PFC3B-PB11003-1-1 PFC3B-PB11003;2022/03/22;RoTS/Sweco;PFTeDA;<;1;ng/l;155264,7005;213281,1068
1445;R1O2;PFC3B-PB4;2,5;4,5;212;PFC3B-PB4-1-1 PFC3B-PB4;2022/03/22;RoTS/Sweco;PFDA;<;1;ng/l;155261,5217;213280,4714
1446;R1O2;R1Z005B;7,5;8,5;233;R1Z005B-1-1;2021/10/11;RoTS/Sweco;PFPeA;=;5;ng/l;155674,09;212796,6
1447;R1O1;P508;9;10;101;LD_508;2021/11/16;RoTS/WiBo;PFDS;<;1;ng/l;154820,77;213631,44
1448;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFDoDS;<;1;ng/l;154839,6525;213278,4133
1449;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;PFOA lineair;=;1;ng/l;149428,728;213484,8401
1450;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;PFNS;<;1;ng/l;155673,75;212797,4
1451;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;PFDoDS;<;1;ng/l;155177,9764;213420,7135
1452;STLO;PFAS-Diep-PB4;18;20;193;PFAS-Diep-PB4-1-2 PFAS-Diep-PB4;2021/12/08;RoTS/Sweco;som PFOA;=;1;ng/l;149716,7329;213884,3736
1453;R1O1;P504;4;6;97;LD_504;2021/11/16;RoTS/WiBo;10:2 FTS;<;4;ng/l;154323,59;213914,36
1454;R1O1;PBB3;;4,5;179;PBB3;2022/02/04;RoTS/WiBo;PFOA vertakt;=;1;ng/l;154765,3491;213266,3315
1455;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;PFDS;<;1;ng/l;152214,829;214708,469
1456;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;EtPFOSAA;<;4;ng/l;154978,68;213345,1
1457;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;som PFAS kwantitatief;=;223;ng/l;154770,21;213612,57
1458;R1N;R1N003B;5,5;6,5;219;R1N003B-1-1;2021/10/11;RoTS/Sweco;6:2 FTS;<;1;ng/l;154350,75;216494,2
1459;OWK;PB1;4;6,2;114;2022/03/02-PB1-01;2022/03/02;aMT;4:2 FTS;<;1;ng/l;152428,3681;214534,5674
1460;STLO;PFAS-Diep-PB3;17;19;190;PFAS-Diep-PB3-1-2 PFAS-Diep-PB3;2021/12/08;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;149612,878;213745,3665
1461;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFPeS;=;8;ng/l;153010,61;214522,41
1462;R1O2;R1Z013B;7,5;8,5;240;R1Z013B-1-2 R1Z013B;2022/03/28;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;155836,9;212073,38
1463;R1O1;R1Z012B;7;8;238;R1Z012B-1-1 R1Z012B;2022/01/25;RoTS/Sweco;PFDoDA;<;1;ng/l;154121,95;213989,38
1464;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;PFHxS;<;1;ng/l;151895,13;214754,05
1465;R1O1;PB6-SHS;10;15;171;PB6-SHS;31/02/2022;RoTS/WiBo;PFTrDA;<;1;ng/l;154254,1905;213849,3676
1466;R1O1;P405;4,1;6,1;86;LD_405;2021/09/23;RoTS/WiBo;totaal PFAS;=;1322;ng/l;154991,03;213268,3
1467;R1O1;PB4-SHS;10;15;166;PB4-SHS;31/02/2022;RoTS/WiBo;PFHxS;=;19;ng/l;154737,56;213281,8292
1468;STLO;PFAS-Diep-PB3;17;18;191;PBSweco3d-1;2022/09/27;TM COTU;som PFOA;=;46;ng/l;149612,878;213745,3665
1469;R1O2;PFC3B-PB4;2,5;4,5;212;PFC3B-PB4-1-1 PFC3B-PB4;2022/03/22;RoTS/Sweco;som PFOS;=;11;ng/l;155261,5217;213280,4714
1470;R1O1;P401;4,1;6,1;76;LD_401;2021/09/23;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154978,68;213345,1
1471;STLO;PFAS-Diep-PB1;10;12;185;PFAS-Diep-PB1-1-2 PFAS-Diep-PB1;2021/12/08;RoTS/Sweco;6:2 FTS;<;1;ng/l;149428,728;213484,8401
1472;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;PFBA;=;19;ng/l;155311,25;213246,08
1473;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;PFTrDA;<;1;ng/l;154770,21;213612,57
1474;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;PFBA;<;5;ng/l;149428,728;213484,8401
1475;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;PFHxA;=;18;ng/l;151895,13;214754,05
1476;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;152803,81;214595,2
1477;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;10:2 FTS;<;4;ng/l;155689,4461;212605,078
1478;R1O1;P402b;4,1;6,1;79;LD_402b;2021/08/19;RoTS/WiBo;PFBS;=;8;ng/l;154374,47;213884,06
1479;R1N;PB1006;2,1;3,1;121;OBO-TS-PB1006;2021/11/30;RoTS/Sweco;PFOS vertakt;=;5;ng/l;153721;214562
1480;STLO;PFAS-Diep-PB2;14;16;186;PFAS-DIEP-PB2-1-1;2021/10/19;RoTS/Sweco;ADONA;<;1;ng/l;149518,0528;213609,5801
1481;R1O2;R1Z017B;6,5;7,5;245;R1Z017B-1-1;2021/10/11;RoTS/Sweco;PFHxA;=;4;ng/l;155178,65;212863,38
1482;R1O1;P601;4;6;102;LD_601;2022/04/07;RoTS/WiBo;PFDS;<;1;ng/l;154684,5;213367,97
1483;R1O1;P605;7;8;105;LD_605;2022/04/07;RoTS/WiBo;PFHxA;=;6;ng/l;154867,85;213294,05
1484;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;PFHpA;=;190;ng/l;154572,4288;213467,2679
1485;R1O1;P401;4,1;6,1;76;LD_401;2021/09/23;RoTS/WiBo;10:2 FTS;<;4;ng/l;154978,68;213345,1
1486;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;PFPeS;=;2;ng/l;154351,21;216493,89
1487;R1O1;P408;4,1;6,1;91;LD_408;2021/08/19;RoTS/WiBo;PFHpA;=;35;ng/l;154847,13;213315,62
1488;R1O1;PBC1;;15;180;PBC1;2022/02/04;RoTS/WiBo;6:2/8:2 diPAP;<;10;ng/l;154571,36;213239,6112
1489;R1O1;P402a;9,1;10,1;77;LD_402a;2021/08/19;RoTS/WiBo;PFHxA;=;16;ng/l;154374,47;213884,06
1490;R1N;PB05D;;;109;PB05D-1-1;2021/10/11;RoTS/Sweco;PFOS vertakt;=;9;ng/l;153964,34;215706,87
1491;R1O2;PFC3B-PB1;4;5;201;PFC3B-PB1-1-1 PFC3B-PB1;2022/02/24;RoTS/Sweco;MePFOSA;<;4;ng/l;155045,8863;213127,4099
1492;STLO;PFAS-Diep-PB3;17;18;191;PBSweco3d-1;2022/09/27;TM COTU;PFECHS;<;1;ng/l;149612,878;213745,3665
1493;OWK;PB1;4;6,2;113;PB1-PFAS;2021/12/20;aMT;MePFOSAA;<;4;ng/l;152428,3681;214534,5674
1494;R1O2;R1Z005B;7,5;8,5;233;R1Z005B-1-1;2021/10/11;RoTS/Sweco;PFNA;<;1;ng/l;155674,09;212796,6
1495;STLO;PB202;3;4;142;IAC21-04579.006 - PB202;2021/06/01;TM COTU;som PFOA;=;10;ng/l;149211,728;213216,8
1496;R1O1;PB4-SHS;10;15;166;PB4-SHS;31/02/2022;RoTS/WiBo;10:2 FTS;<;4;ng/l;154737,56;213281,8292
1497;R1O1;P405;4,1;6,1;85;LD_405;2021/08/19;RoTS/WiBo;PFNA;<;1;ng/l;154991,03;213268,3
1498;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;EtPFOSA;<;4;ng/l;155836,9;212073,38
1499;OWK;PB236B;;;149;PB236B-1-1 PB236B;2021/12/02;RoTS/Sweco;PFODA;<;2;ng/l;151168,171;214556,146
1500;R1O1;P408;4,1;6,1;91;LD_408;2021/08/19;RoTS/WiBo;PFHxA;=;83;ng/l;154847,13;213315,62
1501;R1N;PB05B;;;107;PB5B-1-1;2021/10/11;RoTS/Sweco;PFDA;<;1;ng/l;153964,28;215706,86
1502;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;PFDA;<;1;ng/l;154770,21;213612,57
1503;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;PFECHS;<;1;ng/l;154572,4288;213467,2679
1504;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;PFHxDA;<;1;ng/l;154244,68;213832,79
1505;STLO;PFAS-Diep-PB2;14;16;187;PFAS-Diep-PB2-1-2 PFAS-Diep-PB2;2021/12/08;RoTS/Sweco;MePFOSAA;<;1;ng/l;149518,0528;213609,5801
1506;STLO;PFAS-Diep-PB4;18;20;193;PFAS-Diep-PB4-1-2 PFAS-Diep-PB4;2021/12/08;RoTS/Sweco;HPFO-DA;<;1;ng/l;149716,7329;213884,3736
1507;R1N;R1N009A;2;3;220;R1N009A-1-1;2021/10/11;RoTS/Sweco;PFPeS;=;2;ng/l;154115,39;215627,03
1508;R1O2;PFC3B-PB3;6;8;211;PFC3B-PB3-1-1 PFC3B-PB3;2022/03/22;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;155262,7123;213280,736
1509;R1N;PB1005;2;3;120;OBO-TS-PB1005;2021/11/30;RoTS/Sweco;PFOA lineair;=;38;ng/l;153738;214502
1510;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFTrDS;<;1;ng/l;154839,6525;213278,4133
1511;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;som PFOA;=;4;ng/l;155311,25;213246,08
1512;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;PFNS;<;1;ng/l;154572,4288;213467,2679
1513;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;som PFAS kwantitatief;=;38;ng/l;153284,87;214515,06
1514;R1O1;P407;4,1;6,1;90;LD_407;2021/09/23;RoTS/WiBo;PFNA;<;1;ng/l;154622,85;213522,79
1515;R1O1;PBC1;;15;180;PBC1;2022/02/04;RoTS/WiBo;PFUnDA;<;1;ng/l;154571,36;213239,6112
1516;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;PFNS;<;1;ng/l;154172,71;215098,1
1517;STLO;P1001;2,5;3,5;71;P1001;2016/10/12;RoTS/WiBo;totaal PFAS;=;1450;ng/l;149203;213247
1518;R1O1;PFC3B-PB11006;16;18;208;PFC3B-PB11006-1-1 PFC3B-PB11006;2022/03/10;RoTS/Sweco;PFOS lineair;=;230;ng/l;153997,3251;214244,5564
1519;R1O1;P407;4,1;6,1;89;LD_407;2021/08/19;RoTS/WiBo;som PFOS;=;35;ng/l;154622,85;213522,79
1520;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;8:2 diPAP;<;1;ng/l;153284,87;214515,06
1521;R1O2;PFC3B-PB11003;15;17;204;PFC3B-PB11003-1-1 PFC3B-PB11003;2022/03/22;RoTS/Sweco;PFBSA;<;2;ng/l;155264,7005;213281,1068
1522;R1O1;P401;4,1;6,1;76;LD_401;2021/09/23;RoTS/WiBo;EtPFOSAA;<;4;ng/l;154978,68;213345,1
1523;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;ADONA;<;1;ng/l;151895,13;214754,05
1524;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;PFHpA;=;7;ng/l;153865;214461
1525;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;6:2 FTS;<;1;ng/l;153284,87;214515,06
1526;R1O1;PB5-SHS;10;15;168;PB5-SHS;31/02/2022;RoTS/WiBo;PFDoDA;<;1;ng/l;154386,1886;213587,2418
1527;R1O1;P505;4;6;98;LD_505;2021/11/16;RoTS/WiBo;EtPFOSA;<;4;ng/l;154640,68;213833,68
1528;R1N;PB1006;2,1;3,1;121;OBO-TS-PB1006;2021/11/30;RoTS/Sweco;PFDoDS;<;1;ng/l;153721;214562
1529;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;PFOA lineair;=;12;ng/l;152803,81;214595,2
1530;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;HPFO-DA;<;1;ng/l;152428,3681;214534,5674
1531;OWK;PB3;4;6;160;PB3-2734;2021/09/07;aMT;PFPeA;=;95;ng/l;152173,9682;214551,9792
1532;OWK;PB1;4;6,2;113;PB1-PFAS;2021/12/20;aMT;PFHpS;=;1;ng/l;152428,3681;214534,5674
1533;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFECHS;<;1;ng/l;154646,94;213410,91
1534;R1N;PB05B;;;107;PB5B-1-1;2021/10/11;RoTS/Sweco;PFODA;<;2;ng/l;153964,28;215706,86
1535;R1O1;P405;4,1;6,1;86;LD_405;2021/09/23;RoTS/WiBo;4:2 FTS;<;10;ng/l;154991,03;213268,3
1536;R1O1;P406;4,1;6,1;87;LD_406;2021/08/19;RoTS/WiBo;PFHpA;=;9;ng/l;154457,34;213702
1537;R1O1;PBC3;;14,9;182;PBC3;2022/02/04;RoTS/WiBo;som PFOA;=;460;ng/l;154735,9568;213286,1045
1538;R1O1;P601;4;6;102;LD_601;2022/04/07;RoTS/WiBo;som PFOS;=;200;ng/l;154684,5;213367,97
1539;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;HPFO-DA;<;2;ng/l;155177,9764;213420,7135
1540;R1O1;PB4-SHS;10;15;166;PB4-SHS;31/02/2022;RoTS/WiBo;PFPeS;=;3;ng/l;154737,56;213281,8292
1541;OWK;PB1;4;6,2;113;PB1-PFAS;2021/12/20;aMT;PFHxDA;<;1;ng/l;152428,3681;214534,5674
1542;STRO;PFAS-Diep-PB7;18;20;200;PFAS DIEP B7-1-1 PFAS diep B7;2021/12/02;RoTS/Sweco;4:2 FTS;<;1;ng/l;150789,3919;214624,6651
1543;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;MePFOSAA;<;1;ng/l;152214,829;214708,469
1544;STLO;PB59;3,1;4,1;167;IAC21-04579.005 - PB59;2021/06/01;TM COTU;PFBS;=;1200;ng/l;149460,61;213668,84
1545;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;PFHxA;<;1;ng/l;149428,728;213484,8401
1546;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;PFPeS;<;1;ng/l;152803,81;214595,2
1547;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;6:2 diPAP;<;10;ng/l;151895,13;214754,05
1548;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;ADONA;<;1;ng/l;152428,3681;214534,5674
1549;R1N;PB1006;2,1;3,1;121;OBO-TS-PB1006;2021/11/30;RoTS/Sweco;PFTrDA;<;1;ng/l;153721;214562
1550;R1O2;PFC3B-PB7;2,5;4,5;215;PFC3B-PB7-1-1;2022/07/22;RoTS/Sweco;PFHxA;=;29;ng/l;155178,1418;213420,0521
1551;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;PFHpA;<;1;ng/l;151895,13;214754,05
1552;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;ADONA;<;1;ng/l;155311,25;213246,08
1553;OWK;OWK003A;1,5;3,5;58;OWK003A-1-1 OWK003A;2021/12/02;RoTS/Sweco;PFBA;=;75;ng/l;151895,13;214754,05
1554;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;PFPeS;=;4;ng/l;155311,25;213246,08
1555;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;10:2 FTS;<;4;ng/l;154549,9838;213344,3547
1556;R1O1;PFC3B-PB11005;15;17;207;PFC3B-PB11005-1-1 PFC3B-PB11005;2022/03/10;RoTS/Sweco;PFOA vertakt;=;2;ng/l;154396,3168;213901,6564
1557;OWK;PB1;4,2;6,2;112;PB1-2732;2021/09/07;aMT;6:2 FTS;<;1;ng/l;152428,3681;214534,5674
1558;R1O1;P406;4,1;6,1;88;LD_406;2021/09/23;RoTS/WiBo;PFHpA;=;3;ng/l;154457,34;213702
1559;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;PFPeA;=;35;ng/l;151168,171;214556,146
1560;OWK;PB236B;;;149;PB236B-1-1 PB236B;2021/12/02;RoTS/Sweco;8:2 diPAP;<;1;ng/l;151168,171;214556,146
1561;R1O1;P508;9;10;101;LD_508;2021/11/16;RoTS/WiBo;PFNA;<;1;ng/l;154820,77;213631,44
1562;R1O1;PB3-SHS;10;15;163;PB3-SHS;31/02/2022;RoTS/WiBo;PFHpA;=;13;ng/l;154575,1009;213251,9026
1563;STLO;P1002;4,2;5,2;72;P1002;2016/10/13;RoTS/WiBo;PFHpA;<;0,5;ng/l;149297;213430
1564;STLO;PFAS-Diep-PB5;21;23;194;PFAS-DIEP-PB5-1-1;2021/10/19;RoTS/Sweco;som PFAS kwantitatief;=;97;ng/l;149800,9086;214023,7081
1565;R1O1;P402a;9,1;10,1;77;LD_402a;2021/08/19;RoTS/WiBo;8:2 diPAP;<;2;ng/l;154374,47;213884,06
1566;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;PFHpS;<;1;ng/l;155673,75;212797,4
1567;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;6:2 diPAP;<;10;ng/l;149428,728;213484,8401
1568;R1O1;P404;4,15;6,15;84;LD_404;2021/09/23;RoTS/WiBo;PFDoDA;<;1;ng/l;154517,93;213854,71
1569;R1O1;PFC3B-PB11004;15;17;205;PFC3B-PB11004-1-1 PFC3B-PB11004;2022/03/10;RoTS/Sweco;EtPFOSA;<;2;ng/l;154930,246;213400,2709
1570;R1O1;P502;4;6;95;LD_502;2021/11/16;RoTS/WiBo;PFPeS;=;3;ng/l;154694,42;213378,2031
1571;R1O2;R1Z006A;4,2;5,2;234;R1Z006A-1-1 R1Z006A;2022/01/20;RoTS/Sweco;PFPeS;<;1;ng/l;155822,1;212723,4
1572;R1O1;PBB3;;4,5;179;PBB3;2022/02/04;RoTS/WiBo;totaal PFAS;=;152;ng/l;154765,3491;213266,3315
1573;R1O1;PB3-SHS;10;15;163;PB3-SHS;31/02/2022;RoTS/WiBo;PFTeDA;<;1;ng/l;154575,1009;213251,9026
1574;R1O1;P406;4,1;6,1;88;LD_406;2021/09/23;RoTS/WiBo;PFDA;=;1;ng/l;154457,34;213702
1575;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;8:2 diPAP;<;1;ng/l;154549,9838;213344,3547
1576;R1O2;R1Z006A;4,2;5,2;234;R1Z006A-1-1 R1Z006A;2022/01/20;RoTS/Sweco;8:2 diPAP;<;1;ng/l;155822,1;212723,4
1577;R1O1;P508;9;10;101;LD_508;2021/11/16;RoTS/WiBo;PFDoDA;<;1;ng/l;154820,77;213631,44
1578;R1N;R1N009B;6;7;221;R1N009B-1-1;2021/10/11;RoTS/Sweco;PFPeS;=;1;ng/l;154116,06;215627,04
1579;R1O1;PB6-SHS;10;15;171;PB6-SHS;31/02/2022;RoTS/WiBo;PFBS;=;16;ng/l;154254,1905;213849,3676
1580;R1O1;P605;7;8;105;LD_605;2022/04/07;RoTS/WiBo;EtPFOSAA;<;1;ng/l;154867,85;213294,05
1581;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;PFOA lineair;=;3;ng/l;153284,87;214515,06
1582;R1O1;R1Z012B;7;8;238;R1Z012B-1-1 R1Z012B;2022/01/25;RoTS/Sweco;som PFOA;=;58;ng/l;154121,95;213989,38
1583;R1O1;PB5-SHS;10;15;168;PB5-SHS;31/02/2022;RoTS/WiBo;PFBS;=;15;ng/l;154386,1886;213587,2418
1584;R1O1;R1Z012B;7;8;238;R1Z012B-1-1 R1Z012B;2022/01/25;RoTS/Sweco;PFOS lineair;=;4;ng/l;154121,95;213989,38
