,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_date,error_sum_parameter,error_detection_condition,error_unrealistic_unit
13338,190466,34793562,2022-04-15,91062.0,187510.0,0.0,0.5,PFAS Som kwantitatief,=,5.1,µg/kg ds,OVAM,,Sum parameter,,
13339,190484,34793580,2022-04-15,91062.0,187510.0,0.0,0.5,EFSA-4,=,5.1,µg/kg ds,OVAM,,Sum parameter,,
13340,190499,34793595,2022-04-22,90727.0,187947.0,0.0,0.5,EFSA-4,=,65.0,µg/kg ds,OVAM,,Sum parameter,,
13341,190511,34793607,2022-04-22,90727.0,187947.0,0.0,0.5,PFAS Som kwantitatief,=,67.0,µg/kg ds,OVAM,,Sum parameter,,
13342,190535,34793632,2022-04-21,90727.0,187947.0,0.0,0.5,PFAS Som indicatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13343,190536,34793892,2022-04-07,90945.28,187545.59,0.0,0.5,PFAS Som indicatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13344,190548,34793904,2022-04-07,90945.28,187545.59,0.0,0.5,PFAS Som kwantitatief,=,44.0,µg/kg ds,OVAM,,Sum parameter,,
13345,190565,34793922,2022-04-07,90945.28,187545.59,0.0,0.5,EFSA-4,=,44.0,µg/kg ds,OVAM,,Sum parameter,,
13346,190588,34794037,2022-04-21,90613.14,188054.38,0.0,0.5,PFAS Som indicatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13347,190590,34794039,2022-04-22,90613.14,188054.38,0.0,0.5,EFSA-4,=,45.0,µg/kg ds,OVAM,,Sum parameter,,
13348,190602,34794051,2022-04-22,90613.14,188054.38,0.0,0.5,PFAS Som kwantitatief,=,45.0,µg/kg ds,OVAM,,Sum parameter,,
13349,190643,34794943,2022-04-13,90994.71,187456.59,0.0,0.5,PFAS Som indicatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13350,190654,34794954,2022-04-13,90994.71,187456.59,0.0,0.5,PFAS Som kwantitatief,=,3.5,µg/kg ds,OVAM,,Sum parameter,,
13351,190655,34794955,2022-04-13,90994.71,187456.59,0.0,0.5,EFSA-4,=,3.5,µg/kg ds,OVAM,,Sum parameter,,
13352,190671,34796377,2023-02-02,177076.81,196594.0,2.4,2.8,PFAS Som kwantitatief,=,1.2,µg/kg ds,OVAM,,Sum parameter,,
13353,190677,34796386,2023-02-02,177076.81,196594.0,2.4,2.8,EFSA-4,=,1.2,µg/kg ds,OVAM,,Sum parameter,,
13354,190686,34796401,2023-02-02,177076.81,196594.0,2.4,2.8,PFAS Som indicatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13355,190717,34796535,2023-02-01,177161.54,196575.04,0.0,0.5,PFAS Som kwantitatief,=,0.7,µg/kg ds,OVAM,,Sum parameter,,
13356,190739,34796573,2023-02-01,177161.54,196575.04,0.0,0.5,PFAS Som indicatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13357,190751,34796596,2023-02-01,177161.54,196575.04,0.0,0.5,EFSA-4,=,0.7,µg/kg ds,OVAM,,Sum parameter,,
13358,190771,34797495,2023-02-02,177095.55,196600.72,0.0,0.5,PFAS Som kwantitatief,=,1.1,µg/kg ds,OVAM,,Sum parameter,,
13359,190785,34797514,2023-02-02,177095.55,196600.72,0.0,0.5,EFSA-4,=,1.1,µg/kg ds,OVAM,,Sum parameter,,
13360,190792,34797524,2023-02-02,177095.55,196600.72,0.0,0.5,PFAS Som indicatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13361,190805,34798038,2023-03-15,221943.35,212812.46,0.4,0.6,PFAS Som indicatief,<,0.96,µg/kg ds,OVAM,,Sum parameter,,
13362,190833,34798067,2023-03-15,221943.35,212812.46,0.4,0.6,EFSA-4,<,0.48,µg/kg ds,OVAM,,Sum parameter,,
13363,190834,34798068,2023-03-15,221943.35,212812.46,0.4,0.6,PFAS Som kwantitatief,<,0.48,µg/kg ds,OVAM,,Sum parameter,,
13364,190848,34798132,2023-03-15,221927.21,212826.29,0.6,1.0,PFAS Som kwantitatief,<,0.47,µg/kg ds,OVAM,,Sum parameter,,
13365,190850,34798134,2023-03-15,221927.21,212826.29,0.6,1.0,EFSA-4,<,0.47,µg/kg ds,OVAM,,Sum parameter,,
13366,190863,34798147,2023-03-15,221927.21,212826.29,0.6,1.0,PFAS Som indicatief,<,0.95,µg/kg ds,OVAM,,Sum parameter,,
13367,190897,34798182,2023-03-15,221927.21,212826.29,0.3,0.6,PFAS Som kwantitatief,=,2.6,µg/kg ds,OVAM,,Sum parameter,,
13368,190910,34798196,2023-03-15,221927.21,212826.29,0.3,0.6,PFAS Som indicatief,<,0.95,µg/kg ds,OVAM,,Sum parameter,,
13369,190919,34798205,2023-03-15,221927.21,212826.29,0.3,0.6,EFSA-4,=,2.57,µg/kg ds,OVAM,,Sum parameter,,
13370,190931,34798317,2023-03-15,221930.11,212813.14,0.2,0.5,EFSA-4,<,0.47,µg/kg ds,OVAM,,Sum parameter,,
13371,190939,34798326,2023-03-15,221930.11,212813.14,0.2,0.5,PFAS Som indicatief,<,0.95,µg/kg ds,OVAM,,Sum parameter,,
13372,190963,34798350,2023-03-15,221930.11,212813.14,0.2,0.5,PFAS Som kwantitatief,<,0.47,µg/kg ds,OVAM,,Sum parameter,,
13373,190970,34798569,2023-03-15,221958.79,212797.47,0.4,0.7,PFAS Som kwantitatief,<,0.47,µg/kg ds,OVAM,,Sum parameter,,
13374,190983,34798583,2023-03-15,221958.79,212797.47,0.4,0.7,PFAS Som indicatief,<,0.95,µg/kg ds,OVAM,,Sum parameter,,
13375,190998,34798598,2023-03-15,221958.79,212797.47,0.4,0.7,EFSA-4,<,0.47,µg/kg ds,OVAM,,Sum parameter,,
13376,191016,34798728,2023-03-15,221910.54,212750.41,1.0,1.5,PFAS Som indicatief,<,0.94,µg/kg ds,OVAM,,Sum parameter,,
13377,191025,34798738,2023-03-15,221910.54,212750.41,1.0,1.5,EFSA-4,<,0.47,µg/kg ds,OVAM,,Sum parameter,,
13378,191048,34798761,2023-03-15,221910.54,212750.41,1.0,1.5,PFAS Som kwantitatief,<,0.47,µg/kg ds,OVAM,,Sum parameter,,
13379,191055,34798768,2023-03-15,221910.54,212750.41,0.16,0.4,PFAS Som kwantitatief,=,17.0,µg/kg ds,OVAM,,Sum parameter,,
13380,191062,34798775,2023-03-15,221910.54,212750.41,0.16,0.4,PFAS Som indicatief,<,0.94,µg/kg ds,OVAM,,Sum parameter,,
13381,191066,34798779,2023-03-15,221910.54,212750.41,0.16,0.4,EFSA-4,=,16.7,µg/kg ds,OVAM,,Sum parameter,,
13382,191096,34798842,2023-03-15,221918.52,212827.58,0.4,0.6,EFSA-4,=,40.0,µg/kg ds,OVAM,,Sum parameter,,
13383,191103,34798849,2023-03-15,221918.52,212827.58,0.4,0.6,PFAS Som kwantitatief,=,89.0,µg/kg ds,OVAM,,Sum parameter,,
13384,191125,34798872,2023-03-15,221918.52,212827.58,0.4,0.6,PFAS Som indicatief,=,1.32,µg/kg ds,OVAM,,Sum parameter,,
13385,191144,34798891,2023-03-15,221918.52,212827.58,1.0,1.5,EFSA-4,=,16.5,µg/kg ds,OVAM,,Sum parameter,,
13386,191149,34798896,2023-03-15,221918.52,212827.58,1.0,1.5,PFAS Som indicatief,<,0.96,µg/kg ds,OVAM,,Sum parameter,,
13387,191157,34798904,2023-03-15,221918.52,212827.58,1.0,1.5,PFAS Som kwantitatief,=,17.0,µg/kg ds,OVAM,,Sum parameter,,
13388,191175,34799245,2023-03-15,221919.52,212742.26,0.35,0.7,PFAS Som kwantitatief,<,0.48,µg/kg ds,OVAM,,Sum parameter,,
13389,191211,34799282,2023-03-15,221919.52,212742.26,0.35,0.7,EFSA-4,<,0.48,µg/kg ds,OVAM,,Sum parameter,,
13390,191213,34799284,2023-03-15,221919.52,212742.26,0.35,0.7,PFAS Som indicatief,<,0.95,µg/kg ds,OVAM,,Sum parameter,,
13391,191596,34810912,2021-08-24,149957.87,194410.85,0.0,0.15,PFAS Som kwantitatief,=,79.0,µg/kg ds,OVAM,,Sum parameter,,
13392,191625,34810943,2021-09-22,149957.87,194410.85,2.7,3.0,PFAS Som kwantitatief,=,8.4,µg/kg ds,OVAM,,Sum parameter,,
13393,191680,34810999,2021-09-22,149957.87,194410.85,1.3,1.5,PFAS Som kwantitatief,=,69.0,µg/kg ds,OVAM,,Sum parameter,,
13394,191702,34811067,2021-08-24,149957.87,194410.85,0.3,0.7,PFAS Som kwantitatief,=,85.0,µg/kg ds,OVAM,,Sum parameter,,
13395,191746,34811112,2021-11-02,149334.0,194748.01,0.3,0.7,PFAS Som kwantitatief,=,3.2,µg/kg ds,OVAM,,Sum parameter,,
13396,191788,34811155,2021-11-02,149334.0,194748.01,0.0,0.15,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13397,191791,34811195,2021-08-24,149796.7,194640.84,0.0,0.15,PFAS Som kwantitatief,=,11.0,µg/kg ds,OVAM,,Sum parameter,,
13398,191850,34811256,2021-08-24,149796.7,194640.84,0.3,0.7,PFAS Som kwantitatief,=,5.1,µg/kg ds,OVAM,,Sum parameter,,
13399,191863,34811269,2021-09-17,149922.36,194316.85,2.5,3.0,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13400,191898,34811305,2021-09-17,149922.36,194316.85,1.5,2.0,PFAS Som kwantitatief,=,2.6,µg/kg ds,OVAM,,Sum parameter,,
13401,191961,34811414,2021-09-01,149922.36,194316.85,0.3,0.7,PFAS Som kwantitatief,=,4.1,µg/kg ds,OVAM,,Sum parameter,,
13402,191983,34811437,2021-08-31,149922.36,194316.85,0.0,0.15,PFAS Som kwantitatief,=,300.0,µg/kg ds,OVAM,,Sum parameter,,
13403,192026,34811482,2021-08-25,150005.25,194397.2,0.3,0.7,PFAS Som kwantitatief,=,2200.0,µg/kg ds,OVAM,,Sum parameter,,
13404,192064,34811568,2021-08-26,150005.25,194397.2,0.0,0.15,PFAS Som kwantitatief,=,340.0,µg/kg ds,OVAM,,Sum parameter,,
13405,192103,34811608,2021-11-03,150078.0,193925.0,0.3,0.7,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13406,192137,34811642,2021-11-02,150078.0,193925.0,0.0,0.15,PFAS Som kwantitatief,=,2.5,µg/kg ds,OVAM,,Sum parameter,,
13407,192172,34811679,2021-09-09,150147.93,194327.65,0.0,0.15,PFAS Som kwantitatief,=,23.0,µg/kg ds,OVAM,,Sum parameter,,
13408,192192,34811699,2021-09-09,150147.93,194327.65,0.3,0.7,PFAS Som kwantitatief,=,11.0,µg/kg ds,OVAM,,Sum parameter,,
13409,192246,34811791,2021-09-02,149757.37,194476.85,0.3,0.7,PFAS Som kwantitatief,=,4.0,µg/kg ds,OVAM,,Sum parameter,,
13410,192290,34811876,2021-08-31,149757.37,194476.85,0.0,0.15,PFAS Som kwantitatief,=,34.0,µg/kg ds,OVAM,,Sum parameter,,
13411,192296,34811882,2021-09-23,149757.37,194476.85,1.0,1.5,PFAS Som kwantitatief,=,9.4,µg/kg ds,OVAM,,Sum parameter,,
13412,192351,34811939,2021-09-22,149757.37,194476.85,2.5,3.0,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13413,192373,34811961,2021-09-23,149978.37,194272.85,2.5,3.0,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13414,192408,34811998,2021-08-27,149978.37,194272.85,0.3,0.7,PFAS Som kwantitatief,=,5.9,µg/kg ds,OVAM,,Sum parameter,,
13415,192448,34812038,2021-09-22,149978.37,194272.85,1.5,2.0,PFAS Som kwantitatief,=,5.4,µg/kg ds,OVAM,,Sum parameter,,
13416,192496,34812089,2021-08-27,149978.37,194272.85,0.0,0.15,PFAS Som kwantitatief,=,30.0,µg/kg ds,OVAM,,Sum parameter,,
13417,192538,34812177,2021-11-03,149402.0,194760.0,0.0,0.15,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13418,192559,34812199,2021-11-05,149402.0,194760.0,0.3,0.7,PFAS Som kwantitatief,=,4.8,µg/kg ds,OVAM,,Sum parameter,,
13419,192607,34812249,2021-08-24,149896.25,194355.21,0.0,0.15,PFAS Som kwantitatief,=,41.0,µg/kg ds,OVAM,,Sum parameter,,
13420,192611,34812298,2021-08-24,149896.25,194355.21,0.3,0.7,PFAS Som kwantitatief,=,150.0,µg/kg ds,OVAM,,Sum parameter,,
13421,192676,34812365,2022-01-31,149955.69,194274.33,0.3,0.7,PFAS Som kwantitatief,=,15.0,µg/kg ds,OVAM,,Sum parameter,,
13422,192710,34812400,2022-01-31,149955.69,194274.33,0.0,0.15,PFAS Som kwantitatief,=,15.0,µg/kg ds,OVAM,,Sum parameter,,
13423,192736,34812427,2021-11-16,149461.79,195239.61,0.0,0.15,PFAS Som kwantitatief,=,6.1,µg/kg ds,OVAM,,Sum parameter,,
13424,192779,34812471,2021-11-16,149461.79,195239.61,0.3,0.7,PFAS Som kwantitatief,=,1.9,µg/kg ds,OVAM,,Sum parameter,,
13425,192805,34812498,2021-08-27,149940.79,194258.55,0.3,0.7,PFAS Som kwantitatief,=,10.0,µg/kg ds,OVAM,,Sum parameter,,
13426,192829,34812522,2021-08-27,149940.79,194258.55,0.0,0.15,PFAS Som kwantitatief,=,2.4,µg/kg ds,OVAM,,Sum parameter,,
13427,192895,34812590,2021-09-09,150139.75,194302.2,0.3,0.7,PFAS Som kwantitatief,=,70.0,µg/kg ds,OVAM,,Sum parameter,,
13428,192926,34812623,2021-09-09,150139.75,194302.2,0.0,0.15,PFAS Som kwantitatief,=,57.0,µg/kg ds,OVAM,,Sum parameter,,
13429,192941,34812678,2021-11-04,149900.28,194381.29,3.5,4.0,PFAS Som kwantitatief,<,3.0,µg/kg ds,OVAM,,Sum parameter,,
13430,192991,34812729,2021-11-03,149900.28,194381.29,5.5,6.0,PFAS Som kwantitatief,=,1.0,µg/kg ds,OVAM,,Sum parameter,,
13431,193021,34812759,2021-11-02,149900.28,194381.29,7.5,8.0,PFAS Som kwantitatief,=,2.7,µg/kg ds,OVAM,,Sum parameter,,
13432,193054,34812832,2021-11-02,149900.28,194381.29,9.5,10.0,PFAS Som kwantitatief,=,3.5,µg/kg ds,OVAM,,Sum parameter,,
13433,193092,34812910,2021-08-26,149839.02,194556.67,0.0,0.15,PFAS Som kwantitatief,=,670.0,µg/kg ds,OVAM,,Sum parameter,,
13434,193144,34812965,2021-08-26,149839.02,194556.67,0.3,0.7,PFAS Som kwantitatief,=,330.0,µg/kg ds,OVAM,,Sum parameter,,
13435,193156,34812978,2021-08-30,150149.36,194414.35,0.3,0.7,PFAS Som kwantitatief,=,110.0,µg/kg ds,OVAM,,Sum parameter,,
13436,193187,34813009,2021-08-27,150149.36,194414.35,0.0,0.15,PFAS Som kwantitatief,=,52.0,µg/kg ds,OVAM,,Sum parameter,,
13437,193221,34813045,2021-09-22,150149.36,194414.35,1.5,2.0,PFAS Som kwantitatief,=,41.0,µg/kg ds,OVAM,,Sum parameter,,
13438,193287,34813113,2021-09-22,150149.36,194414.35,2.5,3.0,PFAS Som kwantitatief,=,490.0,µg/kg ds,OVAM,,Sum parameter,,
13439,193301,34813200,2021-09-09,150065.24,194314.2,0.3,0.7,PFAS Som kwantitatief,=,100.0,µg/kg ds,OVAM,,Sum parameter,,
13440,193332,34813232,2021-09-09,150065.24,194314.2,0.0,0.15,PFAS Som kwantitatief,=,64.0,µg/kg ds,OVAM,,Sum parameter,,
13441,193373,34813313,2021-08-31,149851.25,194390.71,0.0,0.15,PFAS Som kwantitatief,=,64.0,µg/kg ds,OVAM,,Sum parameter,,
13442,193412,34813354,2021-08-27,149944.36,194356.85,0.3,0.7,PFAS Som kwantitatief,=,130.0,µg/kg ds,OVAM,,Sum parameter,,
13443,193439,34813382,2021-09-17,149944.36,194356.85,1.0,1.5,PFAS Som kwantitatief,=,8.9,µg/kg ds,OVAM,,Sum parameter,,
13444,193493,34813438,2021-09-20,149944.36,194356.85,2.5,3.0,PFAS Som kwantitatief,=,10.0,µg/kg ds,OVAM,,Sum parameter,,
13445,193527,34813474,2021-09-03,149944.36,194356.85,0.0,0.15,PFAS Som kwantitatief,=,150.0,µg/kg ds,OVAM,,Sum parameter,,
13446,193550,34813575,2021-08-24,149838.64,194641.36,0.3,0.7,PFAS Som kwantitatief,=,150.0,µg/kg ds,OVAM,,Sum parameter,,
13447,193577,34813603,2021-08-24,149838.64,194641.36,0.0,0.15,PFAS Som kwantitatief,=,270.0,µg/kg ds,OVAM,,Sum parameter,,
13448,193634,34813663,2021-11-05,150006.46,194071.54,0.3,0.7,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13449,193659,34813688,2021-11-09,150006.46,194071.54,0.0,0.15,PFAS Som kwantitatief,=,6.2,µg/kg ds,OVAM,,Sum parameter,,
13450,193692,34813723,2021-08-25,149939.01,194441.08,0.3,0.7,PFAS Som kwantitatief,=,79.0,µg/kg ds,OVAM,,Sum parameter,,
13451,193735,34813812,2021-08-24,149939.01,194441.08,0.0,0.15,PFAS Som kwantitatief,=,52.0,µg/kg ds,OVAM,,Sum parameter,,
13452,193789,34813868,2021-08-27,150037.24,194240.21,0.3,0.7,PFAS Som kwantitatief,=,6.9,µg/kg ds,OVAM,,Sum parameter,,
13453,193819,34813900,2021-09-01,150037.24,194240.21,0.0,0.15,PFAS Som kwantitatief,=,2.8,µg/kg ds,OVAM,,Sum parameter,,
13454,193847,34814089,2021-11-02,149365.93,194724.85,0.3,0.7,PFAS Som kwantitatief,=,3.8,µg/kg ds,OVAM,,Sum parameter,,
13455,193865,34814107,2021-11-05,149365.93,194724.85,0.0,0.15,PFAS Som kwantitatief,=,6.9,µg/kg ds,OVAM,,Sum parameter,,
13456,193900,34814143,2022-01-31,150005.2,194243.55,0.0,0.15,PFAS Som kwantitatief,=,19.0,µg/kg ds,OVAM,,Sum parameter,,
13457,193960,34814204,2022-01-31,150005.2,194243.55,0.3,0.7,PFAS Som kwantitatief,=,8.5,µg/kg ds,OVAM,,Sum parameter,,
13458,193975,34814221,2021-09-09,150094.75,194240.2,0.0,0.15,PFAS Som kwantitatief,=,20.0,µg/kg ds,OVAM,,Sum parameter,,
13459,194012,34814258,2021-09-09,150094.75,194240.2,0.3,0.7,PFAS Som kwantitatief,=,10.0,µg/kg ds,OVAM,,Sum parameter,,
13460,194051,34814298,2021-11-02,149272.22,194495.98,0.3,0.7,PFAS Som kwantitatief,=,6.6,µg/kg ds,OVAM,,Sum parameter,,
13461,194092,34814340,2021-11-05,149272.22,194495.98,0.0,0.15,PFAS Som kwantitatief,=,3.4,µg/kg ds,OVAM,,Sum parameter,,
13462,194130,34814380,2021-11-03,149533.0,194716.0,0.3,0.7,PFAS Som kwantitatief,=,1.2,µg/kg ds,OVAM,,Sum parameter,,
13463,194167,34814417,2021-11-03,149533.0,194716.0,0.0,0.15,PFAS Som kwantitatief,=,4.2,µg/kg ds,OVAM,,Sum parameter,,
13464,194199,34814451,2021-08-26,149811.45,194597.45,0.0,0.15,PFAS Som kwantitatief,=,410.0,µg/kg ds,OVAM,,Sum parameter,,
13465,194248,34814502,2021-08-25,149811.45,194597.45,0.3,0.7,PFAS Som kwantitatief,=,25.0,µg/kg ds,OVAM,,Sum parameter,,
13466,194264,34814518,2021-11-05,149711.72,194257.07,0.0,0.15,PFAS Som kwantitatief,=,1.2,µg/kg ds,OVAM,,Sum parameter,,
13467,194311,34814566,2021-11-03,149711.72,194257.07,0.3,0.7,PFAS Som kwantitatief,=,1.8,µg/kg ds,OVAM,,Sum parameter,,
13468,194361,34814618,2021-11-17,149900.16,194385.23,5.5,6.0,PFAS Som kwantitatief,=,1.4,µg/kg ds,OVAM,,Sum parameter,,
13469,194374,34814670,2021-11-03,149710.82,194231.58,0.3,0.7,PFAS Som kwantitatief,=,3.3,µg/kg ds,OVAM,,Sum parameter,,
13470,194419,34814716,2021-11-03,149710.82,194231.58,0.0,0.15,PFAS Som kwantitatief,=,3.4,µg/kg ds,OVAM,,Sum parameter,,
13471,194471,34814770,2021-11-02,149847.06,194686.45,9.0,10.0,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13472,194495,34814833,2021-11-03,149847.06,194686.45,5.5,6.0,PFAS Som kwantitatief,=,6.5,µg/kg ds,OVAM,,Sum parameter,,
13473,194520,34814859,2021-09-24,149775.87,194547.35,1.5,2.0,PFAS Som kwantitatief,=,1.6,µg/kg ds,OVAM,,Sum parameter,,
13474,194569,34814948,2021-09-23,149775.87,194547.35,2.5,3.0,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13475,194582,34814962,2021-08-27,149775.87,194547.35,0.15,0.3,PFAS Som kwantitatief,=,46.0,µg/kg ds,OVAM,,Sum parameter,,
13476,194621,34815003,2021-08-27,149775.87,194547.35,0.3,0.7,PFAS Som kwantitatief,=,25.0,µg/kg ds,OVAM,,Sum parameter,,
13477,194684,34815068,2021-08-24,149889.37,194468.35,0.0,0.15,PFAS Som kwantitatief,=,26.0,µg/kg ds,OVAM,,Sum parameter,,
13478,194704,34815128,2021-09-20,149889.37,194468.35,1.3,1.5,PFAS Som kwantitatief,=,1.5,µg/kg ds,OVAM,,Sum parameter,,
13479,194741,34815167,2021-09-21,149889.37,194468.35,2.7,3.0,PFAS Som kwantitatief,=,45.0,µg/kg ds,OVAM,,Sum parameter,,
13480,194774,34815201,2021-08-24,149889.37,194468.35,0.3,0.7,PFAS Som kwantitatief,=,20.0,µg/kg ds,OVAM,,Sum parameter,,
13481,194825,34815298,2021-09-09,149978.25,194328.21,0.0,0.15,PFAS Som kwantitatief,=,8.2,µg/kg ds,OVAM,,Sum parameter,,
13482,194849,34815322,2021-09-10,149978.25,194328.21,0.3,0.7,PFAS Som kwantitatief,=,15.0,µg/kg ds,OVAM,,Sum parameter,,
13483,194889,34815364,2021-09-22,150139.06,194354.22,1.5,2.0,PFAS Som kwantitatief,=,2.4,µg/kg ds,OVAM,,Sum parameter,,
13484,194916,34815391,2021-08-24,150139.06,194354.22,0.3,0.7,PFAS Som kwantitatief,=,53.0,µg/kg ds,OVAM,,Sum parameter,,
13485,194934,34815410,2021-08-24,150139.06,194354.22,0.0,0.15,PFAS Som kwantitatief,=,6.5,µg/kg ds,OVAM,,Sum parameter,,
13486,194986,34815548,2021-09-22,150017.37,194340.85,2.5,3.0,PFAS Som kwantitatief,=,13.0,µg/kg ds,OVAM,,Sum parameter,,
13487,195036,34815600,2021-09-22,150017.37,194340.85,1.5,2.0,PFAS Som kwantitatief,=,7.6,µg/kg ds,OVAM,,Sum parameter,,
13488,195056,34815621,2021-08-31,150017.37,194340.85,0.0,0.15,PFAS Som kwantitatief,=,140.0,µg/kg ds,OVAM,,Sum parameter,,
13489,195100,34815667,2021-08-27,150017.37,194340.85,0.3,0.7,PFAS Som kwantitatief,=,13.0,µg/kg ds,OVAM,,Sum parameter,,
13490,195140,34815707,2021-08-30,149723.42,194673.35,0.0,0.15,PFAS Som kwantitatief,=,150.0,µg/kg ds,OVAM,,Sum parameter,,
13491,195179,34815749,2021-08-30,149723.42,194673.35,0.3,0.7,PFAS Som kwantitatief,=,630.0,µg/kg ds,OVAM,,Sum parameter,,
13492,195211,34815866,2021-09-24,149843.87,194678.35,2.8,3.0,PFAS Som kwantitatief,=,5.2,µg/kg ds,OVAM,,Sum parameter,,
13493,195237,34815893,2021-09-22,149843.87,194678.35,1.5,2.0,PFAS Som kwantitatief,=,53.0,µg/kg ds,OVAM,,Sum parameter,,
13494,195269,34815927,2021-08-24,149843.87,194678.35,0.0,0.15,PFAS Som kwantitatief,=,33.0,µg/kg ds,OVAM,,Sum parameter,,
13495,195293,34815951,2021-08-26,149843.87,194678.35,0.3,0.7,PFAS Som kwantitatief,=,1100.0,µg/kg ds,OVAM,,Sum parameter,,
13496,195359,34816065,2021-08-27,149991.75,194212.71,0.0,0.15,PFAS Som kwantitatief,=,3.4,µg/kg ds,OVAM,,Sum parameter,,
13497,195375,34816081,2021-08-27,149991.75,194212.71,0.3,0.7,PFAS Som kwantitatief,=,3.1,µg/kg ds,OVAM,,Sum parameter,,
13498,195421,34816129,2021-11-02,149964.71,194467.65,5.5,6.0,PFAS Som kwantitatief,=,37.0,µg/kg ds,OVAM,,Sum parameter,,
13499,195440,34816148,2021-11-03,149964.71,194467.65,8.5,9.0,PFAS Som kwantitatief,=,8.2,µg/kg ds,OVAM,,Sum parameter,,
13500,195478,34816187,2021-11-19,149964.71,194467.65,3.5,4.0,PFAS Som kwantitatief,=,410.0,µg/kg ds,OVAM,,Sum parameter,,
13501,195510,34816259,2021-09-09,150066.07,194433.49,0.3,0.7,PFAS Som kwantitatief,=,16.0,µg/kg ds,OVAM,,Sum parameter,,
13502,195542,34816292,2021-09-09,150066.07,194433.49,0.0,0.15,PFAS Som kwantitatief,=,34.0,µg/kg ds,OVAM,,Sum parameter,,
13503,195587,34816338,2021-11-19,150113.63,194419.71,5.5,6.0,PFAS Som kwantitatief,=,9.4,µg/kg ds,OVAM,,Sum parameter,,
13504,195618,34816409,2021-11-16,150113.63,194419.71,3.5,4.0,PFAS Som kwantitatief,=,76.0,µg/kg ds,OVAM,,Sum parameter,,
13505,195670,34816463,2021-11-19,150113.63,194419.71,9.5,10.0,PFAS Som kwantitatief,=,13.0,µg/kg ds,OVAM,,Sum parameter,,
13506,195694,34816487,2021-11-03,149565.21,194674.53,0.3,0.7,PFAS Som kwantitatief,=,11.0,µg/kg ds,OVAM,,Sum parameter,,
13507,195722,34816516,2021-11-03,149565.21,194674.53,0.0,0.15,PFAS Som kwantitatief,=,3.7,µg/kg ds,OVAM,,Sum parameter,,
13508,195761,34816556,2021-08-30,149828.38,194429.46,0.0,0.15,PFAS Som kwantitatief,=,72.0,µg/kg ds,OVAM,,Sum parameter,,
13509,195812,34816609,2021-08-27,149828.38,194429.46,0.3,0.7,PFAS Som kwantitatief,=,11.0,µg/kg ds,OVAM,,Sum parameter,,
13510,195857,34816737,2021-09-22,149879.36,194412.85,1.3,1.5,PFAS Som kwantitatief,=,41.0,µg/kg ds,OVAM,,Sum parameter,,
13511,195884,34816764,2021-09-22,149879.36,194412.85,2.0,2.5,PFAS Som kwantitatief,=,16.0,µg/kg ds,OVAM,,Sum parameter,,
13512,195923,34816805,2021-08-24,149879.36,194412.85,0.3,0.7,PFAS Som kwantitatief,=,68.0,µg/kg ds,OVAM,,Sum parameter,,
13513,195950,34816834,2021-08-24,149879.36,194412.85,0.0,0.15,PFAS Som kwantitatief,=,51.0,µg/kg ds,OVAM,,Sum parameter,,
13514,195977,34816898,2021-11-16,149828.0,194515.72,9.5,10.0,PFAS Som kwantitatief,=,1.7,µg/kg ds,OVAM,,Sum parameter,,
13515,196036,34816959,2021-11-16,149828.0,194515.72,3.5,4.0,PFAS Som kwantitatief,=,6.3,µg/kg ds,OVAM,,Sum parameter,,
13516,196056,34817019,2021-11-16,149828.0,194515.72,5.5,6.0,PFAS Som kwantitatief,=,6.8,µg/kg ds,OVAM,,Sum parameter,,
13517,196080,34817043,2021-11-02,149960.0,194030.0,0.3,0.7,PFAS Som kwantitatief,<,1.0,µg/kg ds,OVAM,,Sum parameter,,
13518,196122,34817086,2021-11-02,149960.0,194030.0,0.0,0.15,PFAS Som kwantitatief,=,3.9,µg/kg ds,OVAM,,Sum parameter,,
13519,196172,34817138,2021-09-20,149789.87,194688.35,1.3,1.5,PFAS Som kwantitatief,=,23.0,µg/kg ds,OVAM,,Sum parameter,,
